chestcircumference,biacromialbreadth,weightkg,stature,t-shirt size
105.5,39.7,909,1771,L
99.4,43.1,778,1790,M
97.4,37.1,778,1823,M
93.4,41.1,692,1762,S
93.8,39.3,660,1735,S
97.7,39.9,751,1778,M
99.4,41.5,771,1777,M
104.4,41.3,858,1710,L
122.2,41.6,1010,1743,3XL
110.4,38.6,898,1701,XL
128.8,44.8,1263,1823,3XL
116.1,41.6,1054,1816,2XL
93.6,38.4,660,1619,S
98.2,38.5,746,1614,M
93.7,38.9,708,1737,S
98.2,41.5,754,1774,M
122.8,43.9,1111,1834,3XL
97.8,38.8,694,1664,M
98.3,40.5,680,1774,M
104.7,40.1,942,1748,L
117.4,44.4,1096,1774,2XL
111.2,42.4,976,1762,XL
98.6,41.7,762,1785,M
98.6,42.8,756,1746,M
99.8,37.8,717,1622,M
105.6,39.7,822,1712,L
111.2,41.6,951,1657,XL
104.2,43.6,867,1784,L
99.6,42.7,772,1760,M
90.7,41.3,630,1714,S
97.5,41.7,770,1739,M
111.5,42.1,941,1827,XL
93.2,41.6,644,1750,S
116.4,46.0,1012,1844,2XL
92.0,40.4,765,1846,S
104.6,40.6,901,1854,L
90.7,39.8,607,1687,S
91.8,37.7,595,1736,S
98.9,39.5,705,1713,M
97.3,41.0,704,1682,M
105.8,39.6,804,1662,L
105.8,41.6,844,1839,L
105.4,41.8,872,1794,L
111.6,43.3,907,1704,XL
110.2,43.3,840,1748,XL
99.8,40.3,781,1717,M
89.4,38.1,639,1697,S
97.8,39.0,698,1611,M
97.6,41.5,810,1760,M
86.8,37.4,581,1661,XS
97.7,41.6,729,1707,M
98.5,37.0,829,1685,M
95.3,43.1,724,1846,M
127.8,43.6,1200,1783,3XL
98.6,40.2,694,1630,M
110.2,41.8,894,1694,XL
89.0,39.9,677,1703,S
99.6,39.8,811,1711,M
104.3,40.1,753,1754,L
104.9,40.9,869,1837,L
105.5,38.4,803,1654,L
91.8,40.8,696,1737,S
98.4,44.3,730,1675,M
117.3,43.2,1015,1747,2XL
105.8,43.0,802,1690,L
98.4,38.3,840,1784,M
116.1,42.2,1202,1814,2XL
92.2,41.7,676,1802,S
110.8,43.2,880,1730,XL
91.7,41.7,657,1770,S
90.2,43.6,686,1899,S
110.1,40.3,865,1825,XL
97.1,40.4,641,1734,M
99.3,41.1,842,1813,M
125.5,44.0,1219,1741,3XL
117.2,43.5,1158,1819,2XL
105.3,42.2,857,1739,L
98.4,42.4,672,1716,M
116.3,42.9,977,1674,2XL
105.8,41.3,869,1751,L
99.3,42.6,760,1738,M
90.9,43.1,689,1767,S
104.7,39.9,793,1660,L
104.4,39.8,869,1688,L
102.1,46.7,806,1861,L
110.1,41.9,986,1725,XL
99.6,37.9,761,1721,M
93.4,41.9,719,1853,S
98.7,39.9,727,1652,M
130.2,46.5,1265,1827,3XL
116.3,43.3,1123,1833,2XL
89.0,37.5,637,1689,S
104.2,44.7,819,1720,L
98.0,41.7,764,1713,M
104.4,38.3,874,1756,L
98.1,40.6,727,1674,M
101.1,45.6,714,1838,L
99.6,39.5,750,1733,M
105.8,42.3,929,1725,L
98.5,38.4,786,1687,M
85.8,39.7,591,1784,XS
84.8,38.1,552,1662,XS
123.6,44.1,1143,1814,3XL
98.2,42.8,732,1863,M
129.0,45.3,1231,1786,3XL
93.3,39.2,685,1689,S
90.9,41.0,633,1698,S
98.0,40.2,800,1671,M
99.7,41.4,845,1807,M
122.1,44.1,1178,1688,3XL
88.8,42.4,644,1816,S
104.3,40.8,791,1760,L
99.8,40.5,744,1757,M
125.4,43.2,1181,1765,3XL
125.5,45.0,1090,1729,3XL
105.5,40.6,925,1761,L
123.3,47.6,1196,1864,3XL
90.0,40.2,634,1746,S
104.2,42.8,840,1798,L
111.2,44.2,991,1773,XL
92.0,40.7,677,1784,S
110.2,43.7,899,1794,XL
89.6,40.6,601,1737,S
125.8,44.3,1206,1666,3XL
104.5,42.1,816,1780,L
104.3,42.8,783,1740,L
110.9,41.2,817,1667,XL
104.7,42.6,869,1694,L
110.9,41.6,974,1736,XL
99.4,38.9,776,1740,M
97.4,38.4,718,1750,M
82.6,40.9,596,1807,XS
93.1,38.2,605,1623,S
105.0,42.2,786,1806,L
111.6,41.8,955,1750,XL
97.9,43.2,760,1840,M
92.8,43.0,687,1782,S
110.6,42.6,922,1779,XL
99.3,43.1,678,1665,M
97.6,37.4,715,1690,M
91.7,40.7,732,1888,S
93.4,40.2,723,1818,S
97.9,45.0,700,1791,M
98.0,45.2,760,1828,M
98.4,39.4,717,1674,M
116.1,42.1,965,1716,2XL
105.2,40.7,846,1784,L
105.9,37.0,734,1688,L
93.8,39.0,708,1708,S
110.6,40.4,880,1779,XL
98.7,41.0,715,1685,M
123.3,44.1,1089,1762,3XL
105.3,40.3,864,1736,L
98.6,40.6,738,1804,M
99.4,40.5,766,1822,M
88.3,39.3,590,1743,S
104.4,41.6,873,1765,L
105.6,40.7,771,1725,L
125.2,45.0,1146,1827,3XL
116.2,43.5,1035,1781,2XL
116.2,42.2,988,1673,2XL
110.4,44.4,992,1787,XL
104.2,44.2,826,1740,L
105.2,40.4,874,1791,L
99.2,39.8,639,1679,M
93.3,38.4,722,1814,S
110.8,39.2,841,1740,XL
92.0,38.9,669,1707,S
105.2,41.5,823,1721,L
98.2,42.7,768,1852,M
105.4,41.5,815,1651,L
110.2,43.1,838,1707,XL
98.8,43.0,768,1795,M
110.5,39.7,937,1709,XL
97.3,41.4,640,1802,M
117.6,40.7,1112,1721,2XL
97.7,39.4,660,1618,M
99.6,42.0,741,1804,M
92.4,41.4,718,1785,S
93.4,39.2,725,1676,S
97.6,40.3,645,1646,M
96.4,43.5,766,1859,M
95.7,44.1,744,1710,M
93.8,39.3,633,1789,S
99.2,38.2,775,1737,M
89.0,39.0,535,1624,S
98.6,39.5,762,1622,M
126.3,45.0,1049,1687,3XL
92.3,39.5,667,1705,S
105.8,43.6,869,1810,L
111.9,43.1,1007,1831,XL
99.3,37.1,758,1663,M
99.3,39.0,758,1854,M
87.0,41.9,569,1688,S
116.1,40.7,1081,1799,2XL
111.9,42.7,933,1772,XL
111.0,39.8,1010,1826,XL
99.1,41.0,750,1733,M
97.9,39.0,742,1775,M
104.3,40.6,863,1704,L
98.9,40.7,795,1838,M
97.7,41.4,753,1752,M
98.6,40.3,672,1688,M
105.3,42.5,785,1684,L
98.2,42.3,690,1779,M
92.9,41.9,660,1779,S
99.7,40.6,786,1767,M
92.8,38.0,622,1681,S
110.5,44.2,936,1838,XL
111.3,40.9,798,1737,XL
93.7,40.0,654,1811,S
104.5,45.1,779,1824,L
98.2,38.5,765,1745,M
105.7,41.5,797,1761,L
95.2,34.8,632,1647,S
98.6,43.0,769,1809,M
104.4,42.8,848,1758,L
105.3,40.8,753,1673,L
104.7,38.2,829,1748,L
104.2,39.8,758,1672,L
92.0,43.8,682,1821,S
104.7,45.2,869,1830,L
109.2,46.3,873,1854,XL
115.1,47.6,1200,1846,2XL
97.6,38.2,689,1717,M
105.3,39.0,862,1719,L
91.8,39.6,620,1717,S
89.5,40.9,651,1718,S
86.6,40.7,567,1690,XS
105.7,44.3,828,1794,L
89.8,37.0,640,1787,S
125.8,44.3,1149,1743,3XL
116.8,43.0,998,1726,2XL
91.4,39.8,682,1741,S
99.8,41.8,808,1788,M
125.1,43.1,1124,1836,3XL
111.1,42.2,1116,1818,XL
90.5,36.3,606,1612,S
127.8,48.4,1201,1836,3XL
111.7,41.8,865,1697,XL
112.4,38.8,898,1707,XL
111.3,41.2,975,1799,XL
89.5,38.3,584,1589,S
91.0,40.3,701,1755,S
97.1,41.0,719,1795,M
98.9,40.5,764,1722,M
92.5,37.8,702,1864,S
98.3,40.7,713,1660,M
92.9,40.0,691,1696,S
97.1,42.9,743,1772,M
89.4,41.6,630,1713,S
99.7,41.5,764,1715,M
84.2,37.9,567,1668,XS
89.7,37.3,648,1665,S
97.5,42.8,758,1869,M
98.5,38.8,716,1681,M
105.7,42.1,882,1798,L
93.2,40.4,694,1682,S
92.4,39.2,710,1806,S
98.2,40.5,686,1684,M
89.4,38.3,560,1674,S
99.4,37.9,782,1786,M
88.5,41.5,614,1697,S
98.2,42.6,756,1816,M
104.6,39.9,781,1681,L
111.4,44.2,1001,1803,XL
97.8,43.5,819,1800,M
105.5,40.3,888,1673,L
97.5,41.9,763,1874,M
89.6,41.4,608,1691,S
97.8,40.4,697,1723,M
98.9,42.7,779,1840,M
103.1,45.4,843,1821,L
110.1,44.3,894,1787,XL
93.0,38.5,716,1830,S
99.0,40.2,791,1745,M
99.0,41.0,813,1795,M
97.2,39.3,724,1698,M
91.2,41.2,676,1791,S
92.5,39.3,667,1703,S
99.2,38.5,740,1744,M
93.4,36.6,606,1677,S
104.6,42.0,826,1736,L
99.3,41.3,747,1786,M
97.9,42.7,726,1743,M
97.9,38.1,677,1733,M
98.2,39.8,725,1803,M
84.1,35.6,478,1491,XS
99.6,41.4,766,1765,M
97.5,42.7,750,1760,M
105.7,41.7,846,1745,L
105.6,40.0,892,1851,L
90.2,40.5,674,1768,S
92.1,38.1,721,1798,S
98.3,41.7,689,1656,M
99.2,41.5,817,1764,M
98.0,38.8,681,1715,M
97.9,41.2,669,1681,M
91.7,41.3,722,1808,S
99.5,38.9,889,1674,M
99.8,37.2,705,1604,M
98.0,39.6,783,1766,M
111.3,40.1,835,1806,XL
96.2,43.3,723,1776,M
99.4,41.3,787,1753,M
97.6,40.2,671,1764,M
105.7,39.0,885,1773,L
99.4,41.2,773,1790,M
99.8,42.3,807,1867,M
104.4,42.6,831,1788,L
104.4,41.8,821,1747,L
105.6,44.3,922,1742,L
97.7,41.1,764,1783,M
90.5,40.2,661,1724,S
98.7,39.6,727,1754,M
93.2,36.8,657,1624,S
93.9,41.9,691,1794,S
97.1,43.5,781,1798,M
104.4,40.8,861,1679,L
104.4,39.7,839,1750,L
97.6,41.3,752,1843,M
116.1,42.7,1059,1717,2XL
126.6,44.3,1205,1773,3XL
105.9,39.8,876,1806,L
110.9,42.1,838,1676,XL
105.8,40.2,860,1716,L
98.0,41.5,813,1778,M
105.2,44.0,782,1707,L
86.9,38.3,549,1712,XS
90.0,41.0,663,1772,S
123.7,44.7,1147,1820,3XL
87.9,35.7,546,1579,S
117.2,40.1,859,1678,2XL
105.4,40.2,870,1773,L
87.6,42.2,697,1821,S
106.0,46.2,942,1846,XL
91.0,40.2,620,1737,S
98.6,41.2,735,1693,M
105.2,42.1,907,1763,L
105.8,41.6,876,1804,L
123.7,43.1,1063,1823,3XL
117.7,42.8,893,1775,2XL
92.1,42.8,776,1744,S
98.8,44.8,801,1868,M
97.7,41.2,757,1811,M
110.8,41.3,938,1715,XL
111.1,42.3,888,1744,XL
88.0,39.9,621,1724,S
91.4,42.2,636,1630,S
89.2,41.8,608,1713,S
122.6,46.0,1210,1838,3XL
98.2,39.7,744,1772,M
125.9,47.8,1114,1846,3XL
110.6,42.3,913,1805,XL
99.9,39.8,713,1680,M
105.7,39.1,869,1800,L
99.7,41.5,866,1861,M
99.4,40.3,725,1664,M
99.1,41.0,745,1629,M
97.5,41.6,792,1856,M
116.7,43.4,1052,1757,2XL
92.9,41.4,663,1750,S
112.6,38.6,905,1735,XL
86.4,40.2,587,1739,XS
97.2,40.6,687,1634,M
123.5,39.2,1090,1772,2XL
89.0,38.9,576,1600,S
105.8,40.7,922,1657,L
98.3,44.5,815,1898,M
110.4,41.9,920,1693,XL
127.9,44.2,1442,1910,3XL
117.5,42.7,1062,1790,2XL
91.4,40.5,622,1684,S
110.1,43.4,1022,1861,XL
91.5,41.3,697,1763,S
98.6,42.0,793,1750,M
116.2,40.9,995,1786,2XL
99.7,39.4,760,1689,M
93.1,40.0,673,1819,S
98.1,41.5,852,1815,M
120.5,38.8,1065,1781,XL
104.8,39.6,769,1784,L
111.5,41.1,947,1749,XL
98.0,40.9,754,1782,M
116.7,44.6,1052,1760,2XL
99.2,44.6,747,1837,M
104.2,42.1,845,1718,L
110.2,40.2,843,1654,XL
110.6,38.9,925,1834,XL
104.4,41.8,926,1810,L
105.7,41.1,815,1728,L
98.3,41.6,850,1830,M
104.2,40.0,879,1805,L
111.2,44.0,882,1766,XL
92.8,41.0,712,1740,S
104.3,44.8,833,1845,L
99.2,41.0,862,1858,M
99.8,40.8,823,1758,M
111.8,40.7,932,1801,XL
105.1,41.2,879,1761,L
99.2,40.5,733,1726,M
111.8,39.7,907,1717,XL
111.6,43.4,875,1811,XL
98.4,41.3,740,1751,M
111.6,43.8,993,1819,XL
111.6,40.9,984,1771,XL
117.4,43.7,879,1783,2XL
97.2,39.5,803,1722,M
99.0,42.9,836,1850,M
104.3,43.2,810,1816,L
110.9,43.4,936,1772,XL
90.8,40.6,619,1735,S
104.2,39.9,772,1705,L
116.7,43.0,1090,1777,2XL
88.8,39.3,603,1762,S
98.8,37.5,791,1688,M
99.1,43.0,791,1850,M
97.6,42.2,771,1764,M
117.5,42.2,969,1738,2XL
85.8,38.3,564,1577,XS
99.3,41.2,728,1707,M
110.9,43.2,1033,1863,XL
111.2,41.2,1020,1856,XL
111.2,44.9,1007,1934,XL
97.7,40.1,690,1673,M
115.1,48.9,1126,1944,2XL
117.2,38.9,917,1726,XL
87.8,39.7,542,1670,S
111.0,41.0,948,1765,XL
111.2,40.0,891,1651,XL
111.2,42.4,988,1808,XL
110.9,41.7,898,1719,XL
90.2,40.6,645,1794,S
88.6,42.5,623,1736,S
104.7,40.7,769,1616,L
91.7,41.1,627,1744,S
104.7,43.1,855,1816,L
99.1,39.9,628,1575,M
104.8,40.4,813,1645,L
104.4,41.8,823,1810,L
104.1,40.0,825,1718,L
99.1,44.0,773,1814,M
117.6,43.0,1099,1857,2XL
123.8,42.4,1059,1765,3XL
116.5,44.4,1044,1748,2XL
105.7,41.3,846,1730,L
123.8,44.1,1223,1870,3XL
105.9,41.3,1000,1870,L
97.8,41.4,835,1780,M
98.2,40.5,690,1761,M
105.3,43.2,941,1781,L
122.3,41.7,1145,1761,3XL
105.6,44.1,833,1836,L
110.9,42.4,868,1809,XL
110.4,42.5,966,1751,XL
111.9,41.0,921,1707,XL
116.6,41.6,1135,1831,2XL
105.8,37.2,735,1621,L
105.4,44.1,886,1814,L
117.4,46.1,1064,1805,2XL
111.2,45.5,951,1847,XL
99.6,41.0,714,1694,M
89.9,41.0,578,1673,S
117.7,41.9,962,1672,2XL
85.7,40.2,596,1774,XS
90.4,40.9,682,1781,S
111.4,46.4,1023,1890,XL
104.8,46.3,1010,1926,L
104.7,40.1,794,1638,L
90.6,39.3,606,1789,S
104.1,41.5,833,1738,L
117.3,43.7,1025,1862,2XL
105.1,38.7,828,1696,L
97.9,37.8,702,1629,M
127.7,47.8,1223,1866,3XL
104.1,36.3,727,1648,L
111.5,39.7,880,1808,XL
93.3,39.8,700,1676,S
105.3,40.8,786,1660,L
99.1,41.2,785,1757,M
86.2,36.0,533,1698,XS
90.6,40.7,677,1761,S
98.7,38.5,757,1641,M
83.7,38.5,551,1708,XS
97.3,38.0,751,1680,M
92.8,38.9,633,1733,S
124.4,43.4,1239,1906,3XL
93.1,43.8,687,1777,S
110.6,40.8,823,1678,XL
99.5,43.6,816,1852,M
107.2,47.1,871,1864,XL
104.4,42.2,797,1790,L
117.9,43.8,1105,1951,2XL
117.2,45.7,1038,1751,2XL
117.9,41.5,879,1678,2XL
111.7,40.5,890,1695,XL
110.7,42.4,910,1651,XL
104.4,39.9,789,1690,L
105.7,40.0,775,1672,L
84.0,40.0,516,1670,XS
104.6,42.0,887,1768,L
111.5,42.8,949,1855,XL
99.9,39.3,748,1693,M
104.1,44.7,808,1807,L
98.4,41.3,741,1790,M
91.9,38.7,611,1711,S
98.7,41.0,658,1678,M
99.2,42.7,753,1766,M
97.2,42.1,725,1718,M
105.7,44.7,914,1828,L
115.7,47.1,921,1818,2XL
117.1,43.7,1012,1797,2XL
104.7,42.7,856,1730,L
117.7,44.4,1002,1783,2XL
93.4,39.3,689,1829,S
110.3,40.5,958,1765,XL
91.3,40.2,597,1663,S
104.2,40.8,730,1663,L
93.8,39.8,668,1725,S
111.2,44.3,1076,1763,XL
116.2,42.0,958,1640,2XL
117.7,40.4,983,1687,2XL
99.4,39.8,783,1793,M
86.7,39.4,603,1677,XS
98.8,39.3,708,1623,M
111.0,40.3,946,1718,XL
105.8,44.7,956,1881,L
90.8,39.5,602,1755,S
124.7,44.6,1153,1738,3XL
98.1,40.6,720,1714,M
98.3,38.8,752,1703,M
110.8,44.3,1062,1839,XL
98.4,42.1,710,1726,M
117.0,41.8,947,1647,2XL
105.3,41.4,761,1702,L
104.6,41.8,846,1775,L
99.3,41.1,774,1683,M
126.7,46.2,1271,1900,3XL
110.4,40.0,842,1786,XL
104.8,40.0,792,1712,L
110.2,43.4,848,1760,XL
111.3,38.2,880,1720,XL
123.4,42.0,1067,1730,3XL
105.5,43.0,778,1800,L
93.4,40.3,695,1706,S
104.1,44.9,1017,1980,L
104.7,39.5,815,1747,L
90.5,37.8,606,1719,S
92.6,40.4,778,1790,S
93.6,37.2,650,1688,S
122.8,44.3,1126,1762,3XL
98.7,40.9,727,1840,M
105.4,41.3,829,1735,L
105.6,43.5,879,1802,L
98.4,41.0,756,1769,M
97.6,43.7,780,1897,M
128.2,44.6,1302,1786,3XL
105.7,43.2,821,1907,L
118.3,38.8,1098,1779,XL
97.9,41.6,760,1687,M
110.4,41.2,926,1805,XL
86.2,37.3,562,1702,XS
104.2,41.1,874,1746,L
105.9,41.7,880,1722,L
91.0,41.2,689,1930,S
97.1,39.8,681,1582,M
122.7,42.9,1129,1807,3XL
111.0,45.0,994,1743,XL
111.2,42.0,1054,1714,XL
98.7,38.2,664,1697,M
92.7,39.8,679,1751,S
97.8,40.9,865,1834,M
124.8,45.4,1239,1815,3XL
89.1,40.2,631,1700,S
111.6,41.1,965,1808,XL
92.6,36.5,682,1679,S
110.6,45.8,935,1767,XL
105.4,41.5,875,1668,L
117.4,42.6,1131,1850,2XL
97.3,39.2,744,1766,M
91.9,38.2,647,1638,S
117.2,41.8,1019,1818,2XL
92.7,41.6,681,1664,S
98.1,42.3,793,1833,M
111.7,41.0,948,1690,XL
117.8,45.2,1132,1934,2XL
99.3,39.3,688,1651,M
116.7,42.7,1052,1768,2XL
110.1,43.8,927,1743,XL
105.9,40.0,820,1715,L
105.4,44.0,825,1847,L
98.8,39.4,762,1684,M
105.9,42.8,894,1865,L
105.3,38.5,791,1732,L
99.7,43.4,750,1764,M
97.5,39.8,752,1766,M
90.1,38.5,596,1681,S
99.4,41.1,861,1658,M
88.9,37.9,552,1588,S
110.7,42.1,907,1788,XL
93.8,42.5,690,1806,S
95.9,44.7,690,1770,M
105.5,42.2,840,1796,L
104.6,42.0,812,1785,L
104.7,42.7,875,1771,L
111.4,41.2,872,1685,XL
97.1,39.5,700,1675,M
111.8,42.0,870,1690,XL
96.8,44.5,787,1888,M
98.7,43.0,793,1841,M
99.4,42.4,867,1866,M
110.7,40.9,938,1687,XL
124.2,42.6,1046,1724,3XL
98.9,41.6,768,1710,M
111.3,40.0,869,1710,XL
93.9,42.0,651,1798,S
104.4,41.1,831,1738,L
104.3,40.2,847,1725,L
99.7,41.6,855,1774,M
125.0,44.3,1111,1705,3XL
116.1,42.0,966,1821,2XL
129.7,44.7,1123,1771,3XL
111.7,40.8,954,1750,XL
117.3,42.9,1076,1757,2XL
110.1,43.5,998,1873,XL
105.7,39.1,767,1635,L
127.7,44.2,1329,1779,3XL
104.1,42.1,878,1734,L
105.3,40.0,822,1663,L
97.7,38.4,672,1631,M
110.6,43.8,913,1749,XL
97.1,39.5,720,1754,M
105.6,39.7,767,1717,L
133.6,44.8,1209,1705,3XL
123.3,42.3,1100,1844,3XL
98.6,39.7,723,1695,M
98.7,41.1,820,1781,M
125.4,42.9,1096,1787,3XL
117.4,47.1,1162,1874,2XL
99.9,42.4,774,1774,M
110.6,43.6,851,1793,XL
99.4,41.0,754,1761,M
104.4,41.5,863,1755,L
104.3,42.6,836,1800,L
126.5,45.0,1369,1862,3XL
105.8,38.9,861,1706,L
117.7,46.2,1055,1712,2XL
88.8,41.2,587,1707,S
99.9,39.1,712,1635,M
122.3,44.7,995,1740,3XL
124.6,46.0,1285,1885,3XL
99.4,42.4,881,1848,M
110.5,43.0,897,1697,XL
105.2,43.3,979,1819,L
98.6,43.0,693,1723,M
111.1,43.0,888,1808,XL
98.6,40.7,758,1786,M
105.3,39.8,903,1802,L
87.9,40.5,563,1665,S
128.2,43.2,1336,1800,3XL
98.5,44.3,769,1808,M
104.4,40.7,807,1765,L
127.2,44.0,1121,1874,3XL
97.9,40.6,709,1711,M
93.2,43.1,790,1887,S
93.2,40.6,688,1725,S
98.9,40.0,748,1762,M
99.2,39.6,746,1689,M
110.5,42.2,900,1778,XL
110.2,42.4,943,1814,XL
118.2,39.4,933,1675,2XL
93.7,37.6,572,1605,S
105.4,39.3,791,1711,L
122.4,46.8,1166,1823,3XL
117.4,43.5,1107,1801,2XL
117.6,42.9,1055,1802,2XL
110.3,42.3,982,1820,XL
110.8,43.3,959,1780,XL
117.3,43.7,957,1711,2XL
110.4,39.3,809,1679,XL
111.7,40.6,840,1674,XL
105.8,43.8,870,1850,L
105.7,45.3,944,1908,L
105.2,44.4,802,1792,L
92.3,40.6,667,1722,S
105.6,41.8,840,1713,L
111.0,44.6,887,1861,XL
123.7,41.9,1102,1754,3XL
104.3,37.4,829,1762,L
117.7,39.0,826,1627,2XL
99.2,39.5,750,1862,M
128.7,42.8,1264,1881,3XL
110.4,42.2,894,1675,XL
92.8,40.3,682,1840,S
125.3,44.7,1189,1780,3XL
117.6,41.9,922,1768,2XL
123.3,41.7,1049,1690,3XL
111.7,42.7,994,1773,XL
98.8,38.6,729,1733,M
93.2,41.4,696,1813,S
117.9,41.7,1038,1834,2XL
104.5,42.0,944,1864,L
127.6,41.3,1375,1885,3XL
105.3,40.8,843,1800,L
90.1,37.8,660,1725,S
105.4,40.9,830,1740,L
111.4,42.0,900,1621,XL
117.7,43.2,1015,1707,2XL
91.6,41.2,574,1717,S
105.3,39.9,675,1643,L
98.5,40.4,779,1748,M
126.8,42.8,1207,1834,3XL
124.2,40.7,1034,1645,3XL
92.2,38.2,664,1717,S
97.6,39.2,789,1758,M
105.7,38.1,836,1604,L
91.8,43.7,713,1781,S
105.4,41.1,842,1788,L
111.2,40.0,932,1718,XL
105.8,39.3,809,1707,L
104.3,41.1,802,1840,L
87.1,39.5,606,1711,S
104.2,42.3,801,1807,L
98.6,40.8,668,1739,M
104.1,42.5,811,1703,L
88.2,41.3,591,1770,S
111.7,41.2,924,1747,XL
117.0,42.6,938,1848,2XL
98.1,41.8,735,1788,M
105.3,40.2,839,1684,L
91.4,40.0,678,1764,S
104.4,42.1,811,1729,L
89.8,42.1,588,1835,S
117.5,43.2,941,1739,2XL
99.2,41.0,804,1735,M
104.8,41.4,849,1750,L
117.3,42.4,1025,1772,2XL
104.6,42.8,864,1832,L
117.0,42.2,1094,1850,2XL
112.2,38.8,936,1675,XL
104.2,44.3,861,1792,L
93.5,41.3,707,1753,S
110.6,43.5,969,1816,XL
104.2,41.7,718,1600,L
97.8,41.6,699,1655,M
97.7,39.5,711,1608,M
93.5,42.4,744,1784,S
93.0,43.7,632,1778,S
116.2,43.7,967,1772,2XL
105.5,40.2,789,1694,L
97.6,41.0,733,1661,M
111.9,39.9,872,1725,XL
104.2,41.7,803,1687,L
117.1,44.4,966,1749,2XL
98.6,44.1,757,1924,M
99.4,39.5,733,1713,M
99.3,40.2,730,1737,M
123.8,41.1,1095,1745,3XL
93.9,40.3,687,1744,S
111.7,43.2,950,1797,XL
117.4,42.5,970,1648,2XL
97.3,41.2,697,1627,M
87.3,39.8,625,1703,S
104.4,44.6,898,1868,L
105.6,40.6,805,1720,L
110.8,42.3,980,1682,XL
110.6,41.3,1020,1853,XL
105.6,42.0,801,1728,L
104.2,42.0,890,1783,L
97.4,41.2,684,1787,M
97.7,41.4,797,1757,M
85.3,38.7,578,1750,XS
125.3,43.3,1093,1702,3XL
104.4,42.6,821,1839,L
99.0,37.7,691,1619,M
111.4,42.3,913,1790,XL
104.9,41.5,861,1807,L
117.1,43.0,1083,1746,2XL
110.6,38.2,883,1673,XL
99.0,39.5,682,1649,M
111.2,38.9,924,1732,XL
97.6,43.4,762,1858,M
93.1,37.9,711,1640,S
111.8,40.4,1010,1761,XL
99.6,38.7,746,1668,M
105.6,38.7,840,1740,L
98.9,43.0,750,1790,M
126.3,44.2,1106,1708,3XL
98.9,39.4,727,1684,M
87.7,36.6,663,1682,S
98.1,41.2,734,1666,M
97.4,43.2,687,1727,M
111.9,43.0,925,1828,XL
99.4,43.3,796,1795,M
97.2,39.9,746,1736,M
93.0,42.8,726,1778,S
91.5,41.7,687,1771,S
104.2,42.8,892,1845,L
93.6,41.3,690,1738,S
91.4,41.3,691,1784,S
98.3,38.6,730,1746,M
123.8,43.2,1049,1735,3XL
117.2,42.4,978,1728,2XL
117.1,43.2,969,1719,2XL
97.5,42.7,783,1878,M
110.9,41.5,843,1751,XL
116.7,41.8,969,1722,2XL
93.4,40.8,609,1653,S
99.3,38.6,742,1734,M
110.6,42.1,955,1737,XL
105.3,41.1,952,1838,L
90.8,39.1,662,1764,S
105.5,41.8,821,1724,L
104.7,41.8,844,1755,L
99.4,42.7,800,1808,M
89.9,40.3,676,1792,S
97.3,41.6,683,1756,M
105.3,41.5,849,1718,L
111.6,42.7,957,1789,XL
105.4,42.2,773,1633,L
104.1,38.9,746,1680,L
104.8,44.5,917,1799,L
92.7,41.3,670,1788,S
99.0,40.2,726,1708,M
124.2,45.9,1185,1872,3XL
104.1,42.9,829,1897,L
99.4,42.3,781,1706,M
104.7,44.0,771,1838,L
99.4,39.8,731,1714,M
104.3,42.0,775,1683,L
132.1,43.3,1346,1812,3XL
117.2,42.3,1013,1781,2XL
98.7,39.0,802,1764,M
93.7,41.4,697,1661,S
99.6,41.5,736,1636,M
110.1,42.4,936,1784,XL
97.3,41.3,700,1771,M
110.1,42.7,980,1703,XL
104.4,42.7,784,1763,L
88.4,40.0,588,1746,S
93.4,41.0,672,1757,S
90.7,36.6,620,1567,S
92.5,42.4,792,1871,S
105.4,40.9,858,1728,L
104.5,40.7,832,1690,L
98.4,41.9,731,1718,M
