chestcircumference,biacromialbreadth,chest_size,shoulder_size,result
892,395,XS,S,conflict
996,375,S,XS,conflict
1114,432,L,XL,conflict
774,337,XS,XS,match
1113,413,L,M,conflict
1182,450,XXL,XXL,match
988,433,S,XL,conflict
993,421,S,L,conflict
1145,401,XL,S,conflict
1012,430,M,XL,conflict
1052,427,M,L,conflict
1089,420,L,L,match
944,394,S,S,match
1144,417,XL,L,conflict
1033,418,M,L,conflict
912,399,XS,S,conflict
1174,435,XXL,XL,conflict
1056,403,M,S,conflict
935,420,S,L,conflict
1011,427,M,L,conflict
951,412,S,M,conflict
1089,420,L,L,match
1083,412,L,M,conflict
1055,416,M,L,conflict
1086,410,L,M,conflict
1009,431,M,XL,conflict
971,394,S,S,match
954,369,S,XS,conflict
980,404,S,M,conflict
1119,422,XL,L,conflict
912,408,XS,M,conflict
1150,414,XL,M,conflict
1104,422,L,L,match
1097,402,L,S,conflict
980,411,S,M,conflict
1215,434,XXL,XL,conflict
890,411,XS,M,conflict
1075,437,L,XL,conflict
1084,411,L,M,conflict
926,399,S,S,match
1109,437,L,XL,conflict
1161,416,XL,L,conflict
1058,433,L,XL,conflict
1042,403,M,S,conflict
1022,427,M,L,conflict
851,391,XS,S,conflict
1118,416,XL,L,conflict
895,406,XS,M,conflict
1197,448,XXL,XXL,match
957,427,S,L,conflict
977,407,S,M,conflict
1026,411,M,M,match
1195,436,XXL,XL,conflict
1093,417,L,L,match
926,411,S,M,conflict
1106,416,L,L,match
922,389,XS,S,conflict
1244,427,XXXL,L,conflict
1003,396,M,S,conflict
1041,386,M,S,conflict
991,390,S,S,match
1154,441,XL,XL,match
1001,415,M,M,match
1078,466,L,XXXL,conflict
1056,414,M,M,match
1096,435,L,XL,conflict
1022,423,M,L,conflict
918,422,XS,L,conflict
865,367,XS,XS,match
1059,392,L,S,conflict
912,403,XS,S,conflict
1051,411,M,M,match
1012,422,M,L,conflict
1077,399,L,S,conflict
1191,433,XXL,XL,conflict
958,393,S,S,match
1008,432,M,XL,conflict
1031,452,M,XXL,conflict
1117,420,L,L,match
1224,420,XXL,L,conflict
1182,443,XXL,XXL,match
1023,423,M,L,conflict
1170,424,XL,L,conflict
917,384,XS,XS,match
1082,393,L,S,conflict
1113,389,L,S,conflict
1099,391,L,S,conflict
1116,425,L,L,match
1157,434,XL,XL,match
1173,430,XXL,XL,conflict
1063,436,L,XL,conflict
1057,412,L,M,conflict
970,427,S,L,conflict
1223,442,XXL,XXL,match
1065,402,L,S,conflict
1092,424,L,L,match
966,376,S,XS,conflict
1090,419,L,L,match
1022,412,M,M,match
1035,403,M,S,conflict
1126,412,XL,M,conflict
973,384,S,XS,conflict
1020,400,M,S,conflict
992,380,S,XS,conflict
1040,420,M,L,conflict
1079,412,L,M,conflict
1064,421,L,L,match
988,424,S,L,conflict
1213,430,XXL,XL,conflict
1104,437,L,XL,conflict
1123,430,XL,XL,match
1011,408,M,M,match
1095,424,L,L,match
946,409,S,M,conflict
1140,445,XL,XXL,conflict
1297,466,XXXL,XXXL,match
1042,435,M,XL,conflict
1041,427,M,L,conflict
1008,392,M,S,conflict
1017,418,M,L,conflict
1028,438,M,XL,conflict
936,389,S,S,match
1161,439,XL,XL,match
1178,441,XXL,XL,conflict
1072,415,L,M,conflict
1068,433,L,XL,conflict
979,417,S,L,conflict
1051,401,M,S,conflict
1049,447,M,XXL,conflict
1179,405,XXL,M,conflict
1137,398,XL,S,conflict
958,412,S,M,conflict
1077,410,L,M,conflict
1061,378,L,XS,conflict
1115,423,L,L,match
1052,410,M,M,match
1194,430,XXL,XL,conflict
1005,392,M,S,conflict
1312,468,XXXL,XXXL,match
1050,408,M,M,match
1117,399,L,S,conflict
1017,414,M,M,match
1104,417,L,L,match
967,395,S,S,match
1075,403,L,S,conflict
1054,393,M,S,conflict
1137,439,XL,XL,match
1083,439,L,XL,conflict
962,429,S,XL,conflict
1011,398,M,S,conflict
1188,426,XXL,L,conflict
1140,425,XL,L,conflict
1038,429,M,XL,conflict
1014,427,M,L,conflict
1190,470,XXL,XXXL,conflict
1061,409,L,M,conflict
1134,427,XL,L,conflict
1142,419,XL,L,conflict
1202,445,XXL,XXL,match
1176,416,XXL,L,conflict
1261,441,XXXL,XL,conflict
968,378,S,XS,conflict
1170,425,XL,L,conflict
961,384,S,XS,conflict
1113,444,L,XXL,conflict
1061,420,L,L,match
1183,422,XXL,L,conflict
962,413,S,M,conflict
1157,433,XL,XL,match
1062,380,L,XS,conflict
1143,433,XL,XL,match
1122,432,XL,XL,match
1108,418,L,L,match
1071,406,L,M,conflict
1108,411,L,M,conflict
1149,414,XL,M,conflict
1073,423,L,L,match
1274,445,XXXL,XXL,conflict
1046,408,M,M,match
1168,409,XL,M,conflict
1158,443,XL,XXL,conflict
1151,437,XL,XL,match
1171,422,XL,L,conflict
1059,417,L,L,match
1129,438,XL,XL,match
1209,417,XXL,L,conflict
1194,447,XXL,XXL,match
1088,418,L,L,match
982,417,S,L,conflict
1044,405,M,M,match
1052,410,M,M,match
1171,416,XL,L,conflict
1098,429,L,XL,conflict
994,396,S,S,match
1081,409,L,M,conflict
1102,430,L,XL,conflict
1187,461,XXL,XXXL,conflict
1111,423,L,L,match
981,418,S,L,conflict
999,413,M,M,match
1176,436,XXL,XL,conflict
1160,414,XL,M,conflict
959,352,S,XS,conflict
1168,405,XL,M,conflict
1008,402,M,S,conflict
1027,381,M,XS,conflict
1155,433,XL,XL,match
1204,443,XXL,XXL,match
1166,445,XL,XXL,conflict
941,401,S,S,match
1127,430,XL,XL,match
1251,434,XXXL,XL,conflict
968,394,S,S,match
941,401,S,S,match
1141,449,XL,XXL,conflict
1150,428,XL,L,conflict
987,415,S,M,conflict
1090,411,L,M,conflict
922,413,XS,M,conflict
1053,421,M,L,conflict
1136,414,XL,M,conflict
1164,429,XL,XL,match
1043,429,M,XL,conflict
1088,415,L,M,conflict
1053,399,M,S,conflict
1064,469,L,XXXL,conflict
1164,433,XL,XL,match
1119,424,XL,L,conflict
1055,408,M,M,match
1142,412,XL,M,conflict
982,426,S,L,conflict
997,428,M,L,conflict
1082,395,L,S,conflict
1112,424,L,L,match
932,384,S,XS,conflict
1109,432,L,XL,conflict
1053,373,M,XS,conflict
1166,443,XL,XXL,conflict
973,423,S,L,conflict
1117,420,L,L,match
1076,436,L,XL,conflict
1142,424,XL,L,conflict
1140,410,XL,M,conflict
1114,431,L,XL,conflict
1041,405,M,M,match
1152,441,XL,XL,match
1106,425,L,L,match
1213,427,XXL,L,conflict
1277,439,XXXL,XL,conflict
977,403,S,S,match
1062,423,L,L,match
1147,408,XL,M,conflict
1090,409,L,M,conflict
1145,448,XL,XXL,conflict
1071,420,L,L,match
1079,442,L,XXL,conflict
1130,438,XL,XL,match
1137,435,XL,XL,match
1071,439,L,XL,conflict
912,398,XS,S,conflict
1042,425,M,L,conflict
1049,405,M,M,match
1108,422,L,L,match
1142,432,XL,XL,match
1153,433,XL,XL,match
1206,436,XXL,XL,conflict
1182,435,XXL,XL,conflict
1261,445,XXXL,XXL,conflict
984,439,S,XL,conflict
1022,424,M,L,conflict
945,426,S,L,conflict
1302,435,XXXL,XL,conflict
1099,440,L,XL,conflict
907,381,XS,XS,match
1077,412,L,M,conflict
1065,412,L,M,conflict
951,406,S,M,conflict
1130,420,XL,L,conflict
939,421,S,L,conflict
1228,414,XXL,M,conflict
1032,413,M,M,match
1118,435,XL,XL,match
951,408,S,M,conflict
1207,408,XXL,M,conflict
1100,426,L,L,match
1207,417,XXL,L,conflict
1026,440,M,XL,conflict
1089,430,L,XL,conflict
1277,437,XXXL,XL,conflict
1093,406,L,M,conflict
1086,393,L,S,conflict
1075,425,L,L,match
987,407,S,M,conflict
1147,439,XL,XL,match
1048,414,M,M,match
1088,398,L,S,conflict
979,388,S,S,match
1199,442,XXL,XXL,match
1117,408,L,M,conflict
1007,370,M,XS,conflict
1027,404,M,M,match
1114,434,L,XL,conflict
1102,431,L,XL,conflict
907,389,XS,S,conflict
1023,428,M,L,conflict
1076,393,L,S,conflict
1112,414,L,M,conflict
1251,435,XXXL,XL,conflict
977,374,S,XS,conflict
1223,443,XXL,XXL,match
1133,412,XL,M,conflict
1283,446,XXXL,XXL,conflict
1133,420,XL,L,conflict
1048,406,M,M,match
847,412,XS,M,conflict
1034,408,M,M,match
993,424,S,L,conflict
1128,419,XL,L,conflict
1009,415,M,M,match
1034,416,M,L,conflict
1232,444,XXL,XXL,match
1002,402,M,S,conflict
1054,401,M,S,conflict
1040,426,M,L,conflict
1143,407,XL,M,conflict
1074,415,L,M,conflict
881,388,XS,S,conflict
1076,436,L,XL,conflict
925,386,S,S,match
1047,395,M,S,conflict
968,430,S,XL,conflict
1113,423,L,L,match
1152,433,XL,XL,match
1034,417,M,L,conflict
1053,419,M,L,conflict
1083,442,L,XXL,conflict
947,416,S,L,conflict
1059,419,L,L,match
1095,437,L,XL,conflict
1089,438,L,XL,conflict
1095,409,L,M,conflict
1119,452,XL,XXL,conflict
977,403,S,S,match
1154,453,XL,XXXL,conflict
1064,433,L,XL,conflict
1196,428,XXL,L,conflict
1142,410,XL,M,conflict
1037,410,M,M,match
1019,436,M,XL,conflict
1182,411,XXL,M,conflict
1065,422,L,L,match
1134,421,XL,L,conflict
1001,411,M,M,match
1082,419,L,L,match
1104,427,L,L,match
904,396,XS,S,conflict
1139,394,XL,S,conflict
973,394,S,S,match
1032,395,M,S,conflict
923,416,S,L,conflict
961,401,S,S,match
1159,423,XL,L,conflict
998,393,M,S,conflict
1107,396,L,S,conflict
1182,436,XXL,XL,conflict
1013,403,M,S,conflict
1011,406,M,M,match
1172,424,XL,L,conflict
838,379,XS,XS,match
1018,390,M,S,conflict
1043,419,M,L,conflict
1098,411,L,M,conflict
956,398,S,S,match
936,386,S,S,match
1047,426,M,L,conflict
968,381,S,XS,conflict
1216,450,XXL,XXL,match
1151,392,XL,S,conflict
1141,415,XL,M,conflict
1020,400,M,S,conflict
1165,410,XL,M,conflict
1121,418,XL,L,conflict
1012,392,M,S,conflict
1165,450,XL,XXL,conflict
862,377,XS,XS,match
967,443,S,XXL,conflict
1066,426,L,L,match
992,402,S,S,match
1372,483,XXXL,XXXL,match
1178,436,XXL,XL,conflict
1043,415,M,M,match
989,423,S,L,conflict
880,384,XS,XS,match
1031,414,M,M,match
939,395,S,S,match
942,395,S,S,match
1194,460,XXL,XXXL,conflict
1026,387,M,S,conflict
1156,447,XL,XXL,conflict
1134,434,XL,XL,match
1157,431,XL,XL,match
1159,445,XL,XXL,conflict
1048,405,M,M,match
1164,415,XL,M,conflict
904,399,XS,S,conflict
1043,419,M,L,conflict
1135,435,XL,XL,match
1172,444,XL,XXL,conflict
1127,454,XL,XXXL,conflict
1165,413,XL,M,conflict
928,398,S,S,match
1112,413,L,M,conflict
1207,424,XXL,L,conflict
1043,414,M,M,match
971,399,S,S,match
1018,395,M,S,conflict
889,425,XS,L,conflict
1113,401,L,S,conflict
914,391,XS,S,conflict
950,412,S,M,conflict
1025,422,M,L,conflict
1069,438,L,XL,conflict
1038,422,M,L,conflict
1139,440,XL,XL,match
993,399,S,S,match
993,410,S,M,conflict
1132,427,XL,L,conflict
1032,411,M,M,match
1101,412,L,M,conflict
1065,401,L,S,conflict
960,372,S,XS,conflict
949,431,S,XL,conflict
1017,393,M,S,conflict
1028,413,M,M,match
1098,400,L,S,conflict
940,419,S,L,conflict
1207,422,XXL,L,conflict
1168,432,XL,XL,match
1074,421,L,L,match
1123,436,XL,XL,match
992,393,S,S,match
1042,436,M,XL,conflict
1081,427,L,L,match
971,439,S,XL,conflict
1083,435,L,XL,conflict
1037,396,M,S,conflict
1000,427,M,L,conflict
1073,436,L,XL,conflict
1013,414,M,M,match
1021,422,M,L,conflict
1062,438,L,XL,conflict
1104,417,L,L,match
1101,411,L,M,conflict
991,415,S,M,conflict
1074,410,L,M,conflict
1107,422,L,L,match
1032,416,M,L,conflict
994,403,S,S,match
1073,423,L,L,match
896,398,XS,S,conflict
1122,437,XL,XL,match
1076,410,L,M,conflict
1180,452,XXL,XXL,match
1014,399,M,S,conflict
1032,409,M,M,match
1097,408,L,M,conflict
1061,395,L,S,conflict
977,386,S,S,match
975,390,S,S,match
1013,403,M,S,conflict
1072,421,L,L,match
1049,421,M,L,conflict
1147,446,XL,XXL,conflict
1073,407,L,M,conflict
985,417,S,L,conflict
1113,423,L,L,match
1091,424,L,L,match
1157,428,XL,L,conflict
1143,412,XL,M,conflict
1038,426,M,L,conflict
1116,404,L,M,conflict
1026,419,M,L,conflict
1039,458,M,XXXL,conflict
1011,438,M,XL,conflict
969,428,S,L,conflict
1002,420,M,L,conflict
1097,407,L,M,conflict
1181,409,XXL,M,conflict
999,401,M,S,conflict
1011,428,M,L,conflict
1041,389,M,S,conflict
1010,425,M,L,conflict
1037,416,M,L,conflict
933,371,S,XS,conflict
908,380,XS,XS,match
1034,415,M,M,match
1026,421,M,L,conflict
1017,423,M,L,conflict
1112,445,L,XXL,conflict
1161,448,XL,XXL,conflict
1072,415,L,M,conflict
1146,417,XL,L,conflict
943,397,S,S,match
1006,396,M,S,conflict
1021,382,M,XS,conflict
1096,426,L,L,match
929,431,S,XL,conflict
1144,435,XL,XL,match
1143,421,XL,L,conflict
1182,418,XXL,L,conflict
1043,405,M,M,match
1111,445,L,XXL,conflict
1237,422,XXXL,L,conflict
1119,431,XL,XL,match
1258,461,XXXL,XXXL,match
938,400,S,S,match
985,437,S,XL,conflict
985,422,S,L,conflict
961,414,S,M,conflict
1046,390,M,S,conflict
1213,433,XXL,XL,conflict
1203,456,XXL,XXXL,conflict
1114,442,L,XXL,conflict
1158,425,XL,L,conflict
952,408,S,M,conflict
1095,402,L,S,conflict
1088,420,L,L,match
1086,454,L,XXXL,conflict
1008,416,M,L,conflict
1046,420,M,L,conflict
968,406,S,M,conflict
1021,429,M,XL,conflict
1116,387,L,S,conflict
1025,418,M,L,conflict
1213,407,XXL,M,conflict
1082,405,L,M,conflict
1143,425,XL,L,conflict
1121,441,XL,XL,match
975,413,S,M,conflict
919,413,XS,M,conflict
1038,426,M,L,conflict
926,397,S,S,match
1036,403,M,S,conflict
877,381,XS,XS,match
1105,416,L,L,match
1061,408,L,M,conflict
948,402,S,S,match
990,389,S,S,match
1074,402,L,S,conflict
1018,412,M,M,match
1069,414,L,M,conflict
1174,438,XXL,XL,conflict
1141,441,XL,XL,match
1291,425,XXXL,L,conflict
1131,411,XL,M,conflict
1000,418,M,L,conflict
1011,390,M,S,conflict
974,419,S,L,conflict
1192,404,XXL,M,conflict
1034,426,M,L,conflict
1046,431,M,XL,conflict
1105,436,L,XL,conflict
1024,393,M,S,conflict
1005,410,M,M,match
1134,413,XL,M,conflict
1052,431,M,XL,conflict
1171,428,XL,L,conflict
1019,423,M,L,conflict
943,429,S,XL,conflict
1035,386,M,S,conflict
988,395,S,S,match
1197,406,XXL,M,conflict
1128,419,XL,L,conflict
1132,406,XL,M,conflict
1095,418,L,L,match
1054,415,M,M,match
1082,443,L,XXL,conflict
1267,449,XXXL,XXL,conflict
1131,417,XL,L,conflict
1248,459,XXXL,XXXL,match
1032,395,M,S,conflict
1167,418,XL,L,conflict
1114,436,L,XL,conflict
1054,429,M,XL,conflict
1096,430,L,XL,conflict
1005,415,M,M,match
1170,427,XL,L,conflict
987,388,S,S,match
1257,444,XXXL,XXL,conflict
1031,416,M,L,conflict
1058,439,L,XL,conflict
1077,420,L,L,match
1095,414,L,M,conflict
1205,433,XXL,XL,conflict
1035,439,M,XL,conflict
912,383,XS,XS,match
1114,428,L,L,match
1034,438,M,XL,conflict
936,402,S,S,match
1223,404,XXL,M,conflict
1019,402,M,S,conflict
1059,407,L,M,conflict
1088,428,L,L,match
998,405,M,M,match
1198,445,XXL,XXL,match
1023,419,M,L,conflict
989,386,S,S,match
944,412,S,M,conflict
932,409,S,M,conflict
922,398,XS,S,conflict
1083,408,L,M,conflict
1008,380,M,XS,conflict
1128,433,XL,XL,match
1013,411,M,M,match
1009,419,M,L,conflict
1197,459,XXL,XXXL,conflict
1054,417,M,L,conflict
1182,468,XXL,XXXL,conflict
1109,394,L,S,conflict
1000,412,M,M,match
1257,432,XXXL,XL,conflict
1047,405,M,M,match
1023,395,M,S,conflict
995,409,S,M,conflict
1029,421,M,L,conflict
1123,417,XL,L,conflict
931,401,S,S,match
1088,391,L,S,conflict
1113,406,L,M,conflict
1026,385,M,S,conflict
1107,442,L,XXL,conflict
1138,415,XL,M,conflict
1253,433,XXXL,XL,conflict
1260,408,XXXL,M,conflict
1134,414,XL,M,conflict
1031,434,M,XL,conflict
1116,458,L,XXXL,conflict
1024,420,M,L,conflict
1243,439,XXXL,XL,conflict
1075,394,L,S,conflict
980,405,S,M,conflict
1190,424,XXL,L,conflict
1017,406,M,M,match
1239,417,XXXL,L,conflict
1119,415,XL,M,conflict
939,410,S,M,conflict
1094,410,L,M,conflict
1196,468,XXL,XXXL,conflict
1219,450,XXL,XXL,match
1008,413,M,M,match
1146,416,XL,L,conflict
1016,418,M,L,conflict
1074,402,L,S,conflict
1147,407,XL,M,conflict
1092,398,L,S,conflict
1096,415,L,M,conflict
1260,453,XXXL,XXXL,match
976,407,S,M,conflict
906,421,XS,L,conflict
1172,434,XL,XL,match
947,380,S,XS,conflict
949,405,S,M,conflict
1063,425,L,L,match
962,391,S,S,match
994,429,S,XL,conflict
1026,418,M,L,conflict
1285,453,XXXL,XXXL,match
1023,429,M,XL,conflict
952,385,S,S,match
931,415,S,M,conflict
1062,411,L,M,conflict
1058,413,L,M,conflict
1165,440,XL,XL,match
1204,434,XXL,XL,conflict
1048,417,M,L,conflict
1199,425,XXL,L,conflict
1135,452,XL,XXL,conflict
1108,410,L,M,conflict
1037,426,M,L,conflict
1289,465,XXXL,XXXL,match
991,402,S,S,match
949,426,S,L,conflict
1072,421,L,L,match
1085,448,L,XXL,conflict
1141,417,XL,L,conflict
1063,446,L,XXL,conflict
1117,425,L,L,match
922,418,XS,L,conflict
1143,409,XL,M,conflict
1032,395,M,S,conflict
1029,395,M,S,conflict
1119,415,XL,M,conflict
1084,422,L,L,match
1143,413,XL,M,conflict
1156,412,XL,M,conflict
990,400,S,S,match
978,397,S,S,match
1128,437,XL,XL,match
1151,414,XL,M,conflict
887,380,XS,XS,match
1074,430,L,XL,conflict
1114,431,L,XL,conflict
1085,402,L,S,conflict
925,402,S,S,match
1142,411,XL,M,conflict
1116,447,L,XXL,conflict
993,383,S,XS,conflict
1034,423,M,L,conflict
1153,393,XL,S,conflict
1069,425,L,L,match
1140,437,XL,XL,match
1106,396,L,S,conflict
904,397,XS,S,conflict
1054,406,M,M,match
1020,396,M,S,conflict
1005,436,M,XL,conflict
1076,405,L,M,conflict
1038,420,M,L,conflict
1047,437,M,XL,conflict
938,400,S,S,match
1078,427,L,L,match
1275,442,XXXL,XXL,conflict
936,405,S,M,conflict
1194,445,XXL,XXL,match
1127,428,XL,L,conflict
1022,422,M,L,conflict
1018,392,M,S,conflict
1117,399,L,S,conflict
1237,455,XXXL,XXXL,match
1027,429,M,XL,conflict
1082,420,L,L,match
1167,415,XL,M,conflict
978,404,S,M,conflict
1241,457,XXXL,XXXL,match
1095,386,L,S,conflict
1079,417,L,L,match
1042,409,M,M,match
1028,429,M,XL,conflict
1101,382,L,XS,conflict
1124,457,XL,XXXL,conflict
959,383,S,XS,conflict
1006,429,M,XL,conflict
1327,463,XXXL,XXXL,match
1011,443,M,XXL,conflict
1114,427,L,L,match
1000,403,M,S,conflict
1167,408,XL,M,conflict
1088,416,L,L,match
1062,398,L,S,conflict
1123,412,XL,M,conflict
1090,427,L,L,match
1226,435,XXL,XL,conflict
1108,423,L,L,match
922,381,XS,XS,match
1031,408,M,M,match
1095,426,L,L,match
1067,405,L,M,conflict
935,407,S,M,conflict
1169,427,XL,L,conflict
1016,395,M,S,conflict
981,411,S,M,conflict
1104,385,L,S,conflict
908,390,XS,S,conflict
1146,436,XL,XL,match
997,426,M,L,conflict
1032,416,M,L,conflict
977,419,S,L,conflict
1016,428,M,L,conflict
942,394,S,S,match
1232,426,XXL,L,conflict
1037,409,M,M,match
933,398,S,S,match
987,391,S,S,match
972,410,S,M,conflict
957,409,S,M,conflict
1057,430,L,XL,conflict
1145,416,XL,L,conflict
1023,431,M,XL,conflict
1076,434,L,XL,conflict
986,395,S,S,match
1136,437,XL,XL,match
1069,409,L,M,conflict
926,395,S,S,match
922,414,XS,M,conflict
988,411,S,M,conflict
981,387,S,S,match
1224,444,XXL,XXL,match
886,388,XS,S,conflict
1123,400,XL,S,conflict
1065,412,L,M,conflict
1126,438,XL,XL,match
906,418,XS,L,conflict
1137,397,XL,S,conflict
1018,425,M,L,conflict
1207,426,XXL,L,conflict
988,408,S,M,conflict
1064,417,L,L,match
936,421,S,L,conflict
985,408,S,M,conflict
1128,425,XL,L,conflict
1008,414,M,M,match
1141,423,XL,L,conflict
1094,419,L,L,match
1043,421,M,L,conflict
1035,430,M,XL,conflict
1100,433,L,XL,conflict
1118,404,XL,M,conflict
962,411,S,M,conflict
941,416,S,L,conflict
1098,406,L,M,conflict
968,402,S,S,match
993,395,S,S,match
1092,418,L,L,match
1039,430,M,XL,conflict
1056,418,M,L,conflict
922,399,XS,S,conflict
988,428,S,L,conflict
1027,428,M,L,conflict
981,370,S,XS,conflict
1023,378,M,XS,conflict
1064,422,L,L,match
1093,374,L,XS,conflict
1034,397,M,S,conflict
1020,431,M,XL,conflict
1224,463,XXL,XXXL,conflict
1077,446,L,XXL,conflict
958,386,S,S,match
939,394,S,S,match
1141,411,XL,M,conflict
918,392,XS,S,conflict
1112,422,L,L,match
1005,414,M,M,match
1042,385,M,S,conflict
930,397,S,S,match
1000,391,M,S,conflict
866,364,XS,XS,match
1124,423,XL,L,conflict
1072,394,L,S,conflict
1107,436,L,XL,conflict
1131,408,XL,M,conflict
923,420,S,L,conflict
892,403,XS,S,conflict
1012,409,M,M,match
1021,410,M,M,match
1107,404,L,M,conflict
1061,416,L,L,match
1070,433,L,XL,conflict
1280,482,XXXL,XXXL,match
1146,422,XL,L,conflict
994,409,S,M,conflict
1108,415,L,M,conflict
1146,457,XL,XXXL,conflict
1029,398,M,S,conflict
1046,400,M,S,conflict
988,382,S,XS,conflict
971,418,S,L,conflict
1018,421,M,L,conflict
1197,416,XXL,L,conflict
1148,433,XL,XL,match
1187,423,XXL,L,conflict
963,415,S,M,conflict
1011,407,M,M,match
1143,409,XL,M,conflict
973,405,S,M,conflict
1127,402,XL,S,conflict
1249,451,XXXL,XXL,conflict
1162,437,XL,XL,match
856,376,XS,XS,match
1285,416,XXXL,L,conflict
1102,431,L,XL,conflict
1041,432,M,XL,conflict
1108,415,L,M,conflict
1107,403,L,S,conflict
1005,433,M,XL,conflict
1170,410,XL,M,conflict
978,405,S,M,conflict
1088,378,L,XS,conflict
1146,412,XL,M,conflict
997,430,M,XL,conflict
1195,422,XXL,L,conflict
1154,418,XL,L,conflict
1063,405,L,M,conflict
1183,461,XXL,XXXL,conflict
1164,421,XL,L,conflict
861,402,XS,S,conflict
1141,417,XL,L,conflict
1056,416,M,L,conflict
1119,423,XL,L,conflict
1060,388,L,S,conflict
1066,402,L,S,conflict
1172,436,XL,XL,match
1062,413,L,M,conflict
1076,432,L,XL,conflict
1117,397,L,S,conflict
1025,409,M,M,match
990,417,S,L,conflict
946,396,S,S,match
1102,405,L,M,conflict
1034,406,M,M,match
1153,449,XL,XXL,conflict
1141,423,XL,L,conflict
938,409,S,M,conflict
975,414,S,M,conflict
1141,422,XL,L,conflict
968,439,S,XL,conflict
1136,393,XL,S,conflict
1012,391,M,S,conflict
1091,394,L,S,conflict
1217,411,XXL,M,conflict
1106,368,L,XS,conflict
1022,396,M,S,conflict
1152,400,XL,S,conflict
964,400,S,S,match
1202,437,XXL,XL,conflict
1162,405,XL,M,conflict
918,404,XS,M,conflict
1147,454,XL,XXXL,conflict
973,399,S,S,match
1118,410,XL,M,conflict
1161,414,XL,M,conflict
1115,421,L,L,match
1068,404,L,M,conflict
962,428,S,L,conflict
1122,419,XL,L,conflict
1107,412,L,M,conflict
989,380,S,XS,conflict
966,412,S,M,conflict
1217,427,XXL,L,conflict
995,407,S,M,conflict
1080,404,L,M,conflict
1023,407,M,M,match
1108,410,L,M,conflict
980,402,S,S,match
1093,410,L,M,conflict
1057,404,L,M,conflict
939,413,S,M,conflict
914,387,XS,S,conflict
1083,404,L,M,conflict
1182,408,XXL,M,conflict
1146,429,XL,XL,match
1213,434,XXL,XL,conflict
1216,416,XXL,L,conflict
1031,407,M,M,match
968,381,S,XS,conflict
1074,425,L,L,match
1066,395,L,S,conflict
1002,424,M,L,conflict
913,388,XS,S,conflict
1046,381,M,XS,conflict
1081,427,L,L,match
1284,444,XXXL,XXL,conflict
1194,422,XXL,L,conflict
1158,439,XL,XL,match
1086,417,L,L,match
1103,436,L,XL,conflict
1037,422,M,L,conflict
1147,430,XL,XL,match
1047,446,M,XXL,conflict
1164,419,XL,L,conflict
1139,407,XL,M,conflict
1022,425,M,L,conflict
1020,406,M,M,match
1209,430,XXL,XL,conflict
932,397,S,S,match
1181,416,XXL,L,conflict
975,402,S,S,match
1098,415,L,M,conflict
952,400,S,S,match
879,383,XS,XS,match
1054,446,M,XXL,conflict
1059,430,L,XL,conflict
999,413,M,M,match
1104,403,L,S,conflict
939,403,S,S,match
1016,417,M,L,conflict
962,418,S,L,conflict
959,394,S,S,match
1042,439,M,XL,conflict
855,410,XS,M,conflict
957,404,S,M,conflict
1072,398,L,S,conflict
1203,424,XXL,L,conflict
895,403,XS,S,conflict
1002,402,M,S,conflict
1024,438,M,XL,conflict
1059,423,L,L,match
1078,400,L,S,conflict
1074,413,L,M,conflict
1213,445,XXL,XXL,match
910,380,XS,XS,match
915,406,XS,M,conflict
1209,422,XXL,L,conflict
1202,438,XXL,XL,conflict
1073,398,L,S,conflict
995,393,S,S,match
1056,412,M,M,match
1050,420,M,L,conflict
1017,402,M,S,conflict
1071,432,L,XL,conflict
963,409,S,M,conflict
1072,375,L,XS,conflict
1094,425,L,L,match
984,395,S,S,match
1078,430,L,XL,conflict
895,408,XS,M,conflict
1106,417,L,L,match
1008,396,M,S,conflict
1256,422,XXXL,L,conflict
1084,419,L,L,match
953,390,S,S,match
937,405,S,M,conflict
1144,430,XL,XL,match
925,393,S,S,match
968,413,S,M,conflict
926,399,S,S,match
998,394,M,S,conflict
1016,418,M,L,conflict
1065,380,L,XS,conflict
1170,407,XL,M,conflict
1067,400,L,S,conflict
1008,409,M,M,match
1199,422,XXL,L,conflict
1129,408,XL,M,conflict
1250,467,XXXL,XXXL,match
1072,410,L,M,conflict
1122,420,XL,L,conflict
1269,459,XXXL,XXXL,match
1020,421,M,L,conflict
1067,416,L,L,match
1248,417,XXXL,L,conflict
1130,415,XL,M,conflict
1076,404,L,M,conflict
1035,409,M,M,match
1213,431,XXL,XL,conflict
1178,418,XXL,L,conflict
1096,410,L,M,conflict
1122,428,XL,L,conflict
1162,441,XL,XL,match
1006,400,M,S,conflict
1051,412,M,M,match
1003,428,M,L,conflict
1202,427,XXL,L,conflict
1285,441,XXXL,XL,conflict
1166,438,XL,XL,match
957,410,S,M,conflict
957,394,S,S,match
1374,453,XXXL,XXXL,match
1117,429,L,XL,conflict
917,398,XS,S,conflict
1066,463,L,XXXL,conflict
979,425,S,L,conflict
1064,397,L,S,conflict
1031,413,M,M,match
919,363,XS,XS,match
1098,418,L,L,match
1000,412,M,M,match
1112,413,L,M,conflict
1124,420,XL,L,conflict
965,396,S,S,match
997,395,M,S,conflict
1192,440,XXL,XL,conflict
910,374,XS,XS,match
998,400,M,S,conflict
1145,424,XL,L,conflict
961,423,S,L,conflict
1120,425,XL,L,conflict
1083,441,L,XL,conflict
