chestcircumference,biacromialbreadth,chest_size,shoulder_size,result
1062,420,L,L,match
1058,417,L,L,match
1067,394,L,S,conflict
1127,422,XL,L,conflict
985,386,S,S,match
1044,397,M,S,conflict
1025,382,M,XS,conflict
939,411,S,M,conflict
1005,400,M,S,conflict
974,404,S,M,conflict
1082,422,L,L,match
1179,389,XXL,S,conflict
967,396,S,S,match
1051,416,M,L,conflict
1082,416,L,L,match
1313,443,XXXL,XXL,conflict
1162,425,XL,L,conflict
928,387,S,S,match
1007,418,M,L,conflict
1074,412,L,M,conflict
1069,440,L,XL,conflict
1081,442,L,XXL,conflict
1162,439,XL,XL,match
1055,397,M,S,conflict
1004,393,M,S,conflict
994,431,S,XL,conflict
974,371,S,XS,conflict
1034,414,M,M,match
1085,425,L,L,match
952,376,S,XS,conflict
934,411,S,M,conflict
938,393,S,S,match
1214,425,XXL,L,conflict
1024,414,M,M,match
969,408,S,M,conflict
977,399,S,S,match
964,416,S,L,conflict
1156,448,XL,XXL,conflict
1100,454,L,XXXL,conflict
1012,446,M,XXL,conflict
994,415,S,M,conflict
1016,438,M,XL,conflict
1061,419,L,L,match
1031,380,M,XS,conflict
1036,389,M,S,conflict
1183,421,XXL,L,conflict
1044,413,M,M,match
1084,409,L,M,conflict
1222,416,XXL,L,conflict
1214,427,XXL,L,conflict
1144,415,XL,M,conflict
1197,450,XXL,XXL,match
1104,386,L,S,conflict
1143,454,XL,XXXL,conflict
1288,448,XXXL,XXL,conflict
1161,416,XL,L,conflict
949,412,S,M,conflict
936,384,S,XS,conflict
982,385,S,S,match
1012,388,M,S,conflict
1039,396,M,S,conflict
937,389,S,S,match
1137,426,XL,L,conflict
982,415,S,M,conflict
1152,400,XL,S,conflict
1228,439,XXL,XL,conflict
1027,419,M,L,conflict
978,388,S,S,match
1152,460,XL,XXXL,conflict
983,405,S,M,conflict
1047,401,M,S,conflict
1091,416,L,L,match
1073,425,L,L,match
1062,425,L,L,match
1174,444,XXL,XXL,match
1112,424,L,L,match
1066,437,L,XL,conflict
986,417,S,L,conflict
986,428,S,L,conflict
998,378,M,XS,conflict
1056,397,M,S,conflict
1112,416,L,L,match
1042,436,M,XL,conflict
1017,449,M,XXL,conflict
996,427,S,L,conflict
1147,423,XL,L,conflict
959,397,S,S,match
1080,444,L,XXL,conflict
1201,411,XXL,M,conflict
947,405,S,M,conflict
1139,443,XL,XXL,conflict
1084,427,L,L,match
953,398,S,S,match
907,413,XS,M,conflict
975,417,S,L,conflict
1133,420,XL,L,conflict
944,421,S,L,conflict
1115,421,L,L,match
932,416,S,L,conflict
1164,460,XL,XXXL,conflict
920,404,XS,M,conflict
1046,406,M,M,match
1017,385,M,S,conflict
907,398,XS,S,conflict
1030,402,M,S,conflict
918,377,XS,XS,match
989,395,S,S,match
973,410,S,M,conflict
1083,409,L,M,conflict
1058,396,L,S,conflict
1184,417,XXL,L,conflict
1123,445,XL,XXL,conflict
1034,421,M,L,conflict
1000,379,M,XS,conflict
1066,409,L,M,conflict
1058,416,L,L,match
1054,418,M,L,conflict
1116,433,L,XL,conflict
1002,446,M,XXL,conflict
1131,429,XL,XL,match
1091,387,L,S,conflict
1102,433,L,XL,conflict
1079,421,L,L,match
1188,441,XXL,XL,conflict
998,403,M,S,conflict
894,381,XS,XS,match
1139,412,XL,M,conflict
1198,443,XXL,XXL,match
978,390,S,S,match
1140,431,XL,XL,match
1159,438,XL,XL,match
976,415,S,M,conflict
868,374,XS,XS,match
1157,421,XL,L,conflict
977,416,S,L,conflict
1031,403,M,S,conflict
1029,398,M,S,conflict
1216,450,XXL,XXL,match
1009,400,M,S,conflict
1129,413,XL,M,conflict
1081,417,L,L,match
985,370,S,XS,conflict
1070,408,L,M,conflict
953,431,S,XL,conflict
1122,426,XL,L,conflict
969,415,S,M,conflict
1278,436,XXXL,XL,conflict
986,402,S,S,match
1102,418,L,L,match
1127,406,XL,M,conflict
890,399,XS,S,conflict
996,398,S,S,match
1043,401,M,S,conflict
1049,409,M,M,match
1100,430,L,XL,conflict
1020,401,M,S,conflict
1055,384,M,XS,conflict
962,396,S,S,match
1019,421,M,L,conflict
918,408,XS,M,conflict
968,372,S,XS,conflict
1014,435,M,XL,conflict
984,443,S,XXL,conflict
1007,417,M,L,conflict
1026,415,M,M,match
1173,432,XXL,XL,conflict
1058,430,L,XL,conflict
984,383,S,XS,conflict
1010,422,M,L,conflict
1161,422,XL,L,conflict
1131,443,XL,XXL,conflict
922,417,XS,L,conflict
1108,432,L,XL,conflict
1028,399,M,S,conflict
957,399,S,S,match
966,373,S,XS,conflict
917,417,XS,L,conflict
902,436,XS,XL,conflict
1101,403,L,S,conflict
956,423,S,L,conflict
1007,406,M,M,match
955,401,S,S,match
971,404,S,M,conflict
993,411,S,M,conflict
960,417,S,L,conflict
1121,433,XL,XL,match
1255,440,XXXL,XL,conflict
1007,434,M,XL,conflict
1071,420,L,L,match
1172,435,XL,XL,match
1053,422,M,L,conflict
984,424,S,L,conflict
1071,411,L,M,conflict
1163,429,XL,XL,match
1085,424,L,L,match
1019,416,M,L,conflict
1058,413,L,M,conflict
993,426,S,L,conflict
1034,396,M,S,conflict
909,431,XS,XL,conflict
1028,405,M,M,match
1047,399,M,S,conflict
1129,455,XL,XXXL,conflict
1044,398,M,S,conflict
1021,467,M,XXXL,conflict
1101,419,L,L,match
1066,411,L,M,conflict
996,379,S,XS,conflict
934,419,S,L,conflict
987,399,S,S,match
1302,465,XXXL,XXXL,match
1121,408,XL,M,conflict
1100,417,L,L,match
1071,401,L,S,conflict
1163,433,XL,XL,match
951,390,S,S,match
1016,414,M,M,match
890,375,XS,XS,match
1042,447,M,XXL,conflict
1148,427,XL,L,conflict
1077,385,L,S,conflict
1149,441,XL,XL,match
1158,414,XL,M,conflict
1003,403,M,S,conflict
1011,441,M,XL,conflict
1158,432,XL,XL,match
1074,426,L,L,match
1068,396,L,S,conflict
1036,417,M,L,conflict
980,417,S,L,conflict
940,405,S,M,conflict
1044,383,M,XS,conflict
981,406,S,M,conflict
1006,426,M,L,conflict
1011,456,M,XXXL,conflict
996,395,S,S,match
1072,400,L,S,conflict
1158,419,XL,L,conflict
1181,415,XXL,M,conflict
1032,393,M,S,conflict
1204,415,XXL,M,conflict
1084,435,L,XL,conflict
1086,421,L,L,match
1058,423,L,L,match
1081,394,L,S,conflict
985,384,S,XS,conflict
970,409,S,M,conflict
942,384,S,XS,conflict
943,384,S,XS,conflict
1082,422,L,L,match
1014,437,M,XL,conflict
955,396,S,S,match
1005,412,M,M,match
1201,470,XXL,XXXL,conflict
858,397,XS,S,conflict
848,381,XS,XS,match
1030,399,M,S,conflict
1236,441,XXXL,XL,conflict
1148,420,XL,L,conflict
1033,380,M,XS,conflict
1082,393,L,S,conflict
1063,419,L,L,match
949,404,S,M,conflict
982,428,S,L,conflict
1014,420,M,L,conflict
1290,453,XXXL,XXXL,match
933,392,S,S,match
1098,416,L,L,match
1017,400,M,S,conflict
1036,409,M,M,match
944,384,S,XS,conflict
909,410,XS,M,conflict
980,402,S,S,match
949,427,S,L,conflict
964,394,S,S,match
997,414,M,M,match
1001,410,M,M,match
1025,409,M,M,match
1221,441,XXL,XL,conflict
1006,411,M,M,match
888,424,XS,L,conflict
1043,408,M,M,match
1189,414,XXL,M,conflict
998,405,M,M,match
1063,422,L,L,match
1254,432,XXXL,XL,conflict
1009,376,M,XS,conflict
1155,427,XL,L,conflict
1255,450,XXXL,XXL,conflict
1055,406,M,M,match
1065,427,L,L,match
1233,476,XXL,XXXL,conflict
1012,434,M,XL,conflict
900,402,XS,S,conflict
1042,428,M,L,conflict
1112,442,L,XXL,conflict
920,407,XS,M,conflict
1192,408,XXL,M,conflict
1005,417,M,L,conflict
1040,389,M,S,conflict
1102,437,L,XL,conflict
1120,426,XL,L,conflict
896,406,XS,M,conflict
1258,443,XXXL,XXL,conflict
1045,421,M,L,conflict
1043,428,M,L,conflict
1092,425,L,L,match
1109,412,L,M,conflict
1076,415,L,M,conflict
1037,407,M,M,match
1047,426,M,L,conflict
1202,464,XXL,XXXL,conflict
1109,416,L,L,match
1129,422,XL,L,conflict
994,389,S,S,match
974,384,S,XS,conflict
1077,417,L,L,match
826,409,XS,M,conflict
931,382,S,XS,conflict
1032,410,M,M,match
1050,422,M,L,conflict
1192,451,XXL,XXL,match
1116,418,L,L,match
953,406,S,M,conflict
979,432,S,XL,conflict
928,430,S,XL,conflict
1106,426,L,L,match
993,431,S,XL,conflict
976,374,S,XS,conflict
1070,425,L,L,match
917,407,XS,M,conflict
1023,420,M,L,conflict
934,402,S,S,match
1074,420,L,L,match
979,450,S,XXL,conflict
980,452,S,XXL,conflict
984,394,S,S,match
1161,421,XL,L,conflict
1077,426,L,L,match
1002,424,M,L,conflict
1141,427,XL,L,conflict
1052,407,M,M,match
1059,370,L,XS,conflict
1024,420,M,L,conflict
938,390,S,S,match
1106,404,L,M,conflict
987,410,S,M,conflict
1143,423,XL,L,conflict
1097,404,L,M,conflict
1233,441,XXL,XL,conflict
1063,405,L,M,conflict
1053,403,M,S,conflict
986,406,S,M,conflict
1011,404,M,M,match
1077,415,L,M,conflict
1004,442,M,XXL,conflict
1033,397,M,S,conflict
1027,409,M,M,match
1142,408,XL,M,conflict
1017,405,M,M,match
1021,420,M,L,conflict
1037,405,M,M,match
994,405,S,M,conflict
1095,455,L,XXXL,conflict
1012,418,M,L,conflict
1029,380,M,XS,conflict
1014,414,M,M,match
883,393,XS,S,conflict
1024,401,M,S,conflict
1098,445,L,XXL,conflict
1044,416,M,L,conflict
1056,407,M,M,match
1252,450,XXXL,XXL,conflict
1083,424,L,L,match
1162,435,XL,XL,match
1162,422,XL,L,conflict
1104,444,L,XXL,conflict
1084,460,L,XXXL,conflict
1002,400,M,S,conflict
966,399,S,S,match
1023,395,M,S,conflict
1131,398,XL,S,conflict
1042,442,M,XXL,conflict
1138,404,XL,M,conflict
1052,404,M,M,match
1004,410,M,M,match
992,398,S,S,match
1008,406,M,M,match
933,384,S,XS,conflict
1090,429,L,XL,conflict
1183,420,XXL,L,conflict
1024,405,M,M,match
1133,425,XL,L,conflict
1025,438,M,XL,conflict
951,403,S,S,match
1023,419,M,L,conflict
962,430,S,XL,conflict
1108,392,L,S,conflict
955,394,S,S,match
1099,423,L,L,match
920,389,XS,S,conflict
1052,415,M,M,match
982,427,S,L,conflict
1054,415,M,M,match
1102,431,L,XL,conflict
988,430,S,XL,conflict
963,401,S,S,match
952,383,S,XS,conflict
1089,420,L,L,match
1064,412,L,M,conflict
1105,397,L,S,conflict
1097,415,L,M,conflict
973,414,S,M,conflict
1035,442,M,XXL,conflict
1176,407,XXL,M,conflict
1019,423,M,L,conflict
977,394,S,S,match
1014,399,M,S,conflict
1032,410,M,M,match
1123,417,XL,L,conflict
996,420,S,L,conflict
924,414,S,M,conflict
1009,437,M,XL,conflict
934,392,S,S,match
976,403,S,S,match
964,435,S,XL,conflict
957,441,S,XL,conflict
938,393,S,S,match
992,382,S,XS,conflict
890,390,XS,S,conflict
1011,378,M,XS,conflict
1084,408,L,M,conflict
1150,411,XL,M,conflict
986,395,S,S,match
1082,411,L,M,conflict
1263,450,XXXL,XXL,conflict
923,395,S,S,match
1058,436,L,XL,conflict
1119,431,XL,XL,match
993,371,S,XS,conflict
1038,418,M,L,conflict
1035,416,M,L,conflict
1019,394,M,S,conflict
1135,432,XL,XL,match
1001,442,M,XXL,conflict
1078,427,L,L,match
1018,427,M,L,conflict
1092,434,L,XL,conflict
948,379,S,XS,conflict
956,417,S,L,conflict
1076,421,L,L,match
1020,411,M,M,match
1064,421,L,L,match
1121,411,XL,M,conflict
1005,408,M,M,match
993,390,S,S,match
870,419,XS,L,conflict
1161,407,XL,M,conflict
1119,427,XL,L,conflict
1110,398,L,S,conflict
991,410,S,M,conflict
1031,400,M,S,conflict
1004,414,M,M,match
1012,412,M,M,match
979,390,S,S,match
1043,406,M,M,match
989,407,S,M,conflict
977,414,S,M,conflict
1027,403,M,S,conflict
986,403,S,S,match
1141,427,XL,L,conflict
1195,471,XXL,XXXL,conflict
1053,425,M,L,conflict
968,408,S,M,conflict
1134,410,XL,M,conflict
1194,403,XXL,S,conflict
1123,440,XL,XL,match
1039,415,M,M,match
982,423,S,L,conflict
929,419,S,L,conflict
997,406,M,M,match
1035,403,M,S,conflict
1025,400,M,S,conflict
928,380,S,XS,conflict
1065,412,L,M,conflict
1105,442,L,XXL,conflict
1084,425,L,L,match
1064,376,L,XS,conflict
1113,409,L,M,conflict
937,400,S,S,match
1029,416,M,L,conflict
948,408,S,M,conflict
1012,432,M,XL,conflict
1045,451,M,XXL,conflict
963,392,S,S,match
982,385,S,S,match
1030,418,M,L,conflict
1057,415,L,M,conflict
952,348,S,XS,conflict
1079,387,L,S,conflict
955,389,S,S,match
953,393,S,S,match
1002,409,M,M,match
1139,440,XL,XL,match
1018,417,M,L,conflict
986,430,S,XL,conflict
1065,425,L,L,match
1028,404,M,M,match
1044,428,M,L,conflict
1053,408,M,M,match
1022,407,M,M,match
1121,425,XL,L,conflict
1005,421,M,L,conflict
1047,382,M,XS,conflict
1031,436,M,XL,conflict
1023,416,M,L,conflict
1027,402,M,S,conflict
1042,398,M,S,conflict
1037,375,M,XS,conflict
1077,418,L,L,match
1034,422,M,L,conflict
1075,392,L,S,conflict
1088,423,L,L,match
920,438,XS,XL,conflict
1060,411,L,M,conflict
1047,452,M,XXL,conflict
1026,390,M,S,conflict
1092,463,L,XXXL,conflict
1151,476,XL,XXXL,conflict
1033,397,M,S,conflict
976,382,S,XS,conflict
960,413,S,M,conflict
1053,390,M,S,conflict
918,396,XS,S,conflict
895,409,XS,M,conflict
1085,424,L,L,match
866,407,XS,M,conflict
1075,412,L,M,conflict
1098,433,L,XL,conflict
1020,412,M,M,match
1064,424,L,L,match
1081,433,L,XL,conflict
1142,435,XL,XL,match
1014,381,M,XS,conflict
1057,443,L,XXL,conflict
1086,422,L,L,match
898,370,XS,XS,match
1137,433,XL,XL,match
1258,443,XXXL,XXL,conflict
1087,386,L,S,conflict
950,413,S,M,conflict
1168,430,XL,XL,match
914,398,XS,S,conflict
947,384,S,XS,conflict
998,418,M,L,conflict
1133,446,XL,XXL,conflict
1251,431,XXXL,XL,conflict
1081,443,L,XXL,conflict
1111,422,L,L,match
905,363,XS,XS,match
942,409,S,M,conflict
1029,389,M,S,conflict
1068,404,L,M,conflict
1278,484,XXXL,XXXL,match
1092,400,L,S,conflict
1085,402,L,S,conflict
1000,409,M,M,match
1082,448,L,XXL,conflict
1088,419,L,L,match
949,429,S,XL,conflict
1117,418,L,L,match
1100,436,L,XL,conflict
1124,388,XL,S,conflict
1005,396,M,S,conflict
1079,392,L,S,conflict
1026,415,M,M,match
1113,412,L,M,conflict
951,424,S,L,conflict
895,383,XS,XS,match
910,403,XS,S,conflict
971,410,S,M,conflict
989,405,S,M,conflict
925,378,S,XS,conflict
983,407,S,M,conflict
1003,393,M,S,conflict
963,371,S,XS,conflict
929,400,S,S,match
971,429,S,XL,conflict
963,400,S,S,match
894,416,XS,L,conflict
961,393,S,S,match
997,415,M,M,match
1022,417,M,L,conflict
1028,411,M,M,match
1026,400,M,S,conflict
842,379,XS,XS,match
1093,415,L,M,conflict
897,373,XS,XS,match
1082,412,L,M,conflict
975,428,S,L,conflict
985,388,S,S,match
940,359,S,XS,conflict
1057,421,L,L,match
932,404,S,M,conflict
1001,386,M,S,conflict
1000,410,M,M,match
1201,415,XXL,M,conflict
924,392,S,S,match
1080,432,L,XL,conflict
968,428,S,L,conflict
982,405,S,M,conflict
894,383,XS,XS,match
994,379,S,XS,conflict
957,412,S,M,conflict
1063,416,L,L,match
885,415,XS,M,conflict
982,426,S,L,conflict
968,405,S,M,conflict
1046,399,M,S,conflict
1083,415,L,M,conflict
949,411,S,M,conflict
951,391,S,S,match
1114,442,L,XXL,conflict
967,410,S,M,conflict
1023,405,M,M,match
978,435,S,XL,conflict
1055,403,M,S,conflict
1018,389,M,S,conflict
975,419,S,L,conflict
1125,431,XL,XL,match
1017,427,M,L,conflict
1061,452,L,XXL,conflict
1016,397,M,S,conflict
1071,391,L,S,conflict
1016,407,M,M,match
944,407,S,M,conflict
896,414,XS,M,conflict
978,404,S,M,conflict
989,427,S,L,conflict
1095,419,L,L,match
1011,414,M,M,match
1031,454,M,XXXL,conflict
963,381,S,XS,conflict
1094,406,L,M,conflict
1148,414,XL,M,conflict
965,401,S,S,match
1036,409,M,M,match
1101,443,L,XXL,conflict
1005,407,M,M,match
930,385,S,S,match
962,416,S,L,conflict
1040,441,M,XL,conflict
945,419,S,L,conflict
990,402,S,S,match
990,410,S,M,conflict
1081,397,L,S,conflict
1006,420,M,L,conflict
972,393,S,S,match
912,412,XS,M,conflict
925,393,S,S,match
992,385,S,S,match
934,366,S,XS,conflict
1046,420,M,L,conflict
993,413,S,M,conflict
1152,443,XL,XXL,conflict
1027,443,M,XXL,conflict
1008,428,M,L,conflict
979,427,S,L,conflict
979,381,S,XS,conflict
1002,408,M,M,match
982,398,S,S,match
1019,429,M,XL,conflict
841,356,XS,XS,match
996,414,S,M,conflict
1066,416,L,L,match
1002,408,M,M,match
975,427,S,L,conflict
1057,417,L,L,match
952,374,S,XS,conflict
943,404,S,M,conflict
1056,400,M,S,conflict
902,405,XS,M,conflict
921,381,XS,XS,match
983,417,S,L,conflict
955,398,S,S,match
1004,424,M,L,conflict
992,415,S,M,conflict
1061,441,L,XL,conflict
980,388,S,S,match
1067,413,L,M,conflict
1074,389,L,S,conflict
1062,398,L,S,conflict
979,412,S,M,conflict
917,413,XS,M,conflict
964,375,S,XS,conflict
995,389,S,S,match
998,372,M,XS,conflict
953,396,S,S,match
980,396,S,S,match
1069,432,L,XL,conflict
1113,401,L,S,conflict
1080,400,L,S,conflict
1088,413,L,M,conflict
951,397,S,S,match
1002,414,M,M,match
962,433,S,XL,conflict
1088,424,L,L,match
949,421,S,L,conflict
1133,440,XL,XL,match
1194,446,XXL,XXL,match
994,413,S,M,conflict
976,402,S,S,match
1095,415,L,M,conflict
1063,401,L,S,conflict
956,414,S,M,conflict
1038,430,M,XL,conflict
1057,390,L,S,conflict
1001,425,M,L,conflict
940,402,S,S,match
994,412,S,M,conflict
998,423,M,L,conflict
1062,404,L,M,conflict
1028,409,M,M,match
1082,438,L,XL,conflict
1022,412,M,M,match
1079,447,L,XXL,conflict
1044,426,M,L,conflict
1044,418,M,L,conflict
1056,443,M,XXL,conflict
1205,440,XXL,XL,conflict
977,411,S,M,conflict
905,402,XS,S,conflict
1097,454,L,XXXL,conflict
942,392,S,S,match
987,396,S,S,match
932,368,S,XS,conflict
968,383,S,XS,conflict
939,419,S,L,conflict
1017,377,M,XS,conflict
964,417,S,L,conflict
1010,416,M,L,conflict
971,435,S,XL,conflict
1032,411,M,M,match
1183,424,XXL,L,conflict
1044,408,M,M,match
1044,397,M,S,conflict
1149,444,XL,XXL,conflict
976,413,S,M,conflict
1078,418,L,L,match
1039,377,M,XS,conflict
1024,412,M,M,match
1021,440,M,XL,conflict
1075,442,L,XXL,conflict
1068,438,L,XL,conflict
1161,427,XL,L,conflict
1156,420,XL,L,conflict
1129,401,XL,S,conflict
1266,443,XXXL,XXL,conflict
1059,398,L,S,conflict
1188,404,XXL,M,conflict
1109,421,L,L,match
1058,402,L,S,conflict
1153,422,XL,L,conflict
1027,393,M,S,conflict
980,415,S,M,conflict
1201,444,XXL,XXL,match
1091,429,L,XL,conflict
1011,404,M,M,match
953,408,S,M,conflict
1123,430,XL,XL,match
963,391,S,S,match
1079,398,L,S,conflict
1004,419,M,L,conflict
1052,440,M,XL,conflict
1004,416,M,L,conflict
869,383,XS,XS,match
1197,441,XXL,XL,conflict
900,410,XS,M,conflict
1213,415,XXL,M,conflict
1237,447,XXXL,XXL,conflict
879,357,XS,XS,match
1172,401,XL,S,conflict
1141,440,XL,XL,match
1054,402,M,S,conflict
876,422,XS,L,conflict
1060,462,L,XXXL,conflict
910,402,XS,S,conflict
1131,425,XL,L,conflict
986,412,S,M,conflict
1029,432,M,XL,conflict
1202,419,XXL,L,conflict
1217,450,XXL,XXL,match
1086,408,L,M,conflict
967,411,S,M,conflict
1052,421,M,L,conflict
1058,416,L,L,match
1197,441,XXL,XL,conflict
1237,431,XXXL,XL,conflict
946,381,S,XS,conflict
1177,428,XXL,L,conflict
1030,415,M,M,match
970,399,S,S,match
921,428,XS,L,conflict
1017,421,M,L,conflict
948,384,S,XS,conflict
988,448,S,XXL,conflict
1017,420,M,L,conflict
1066,453,L,XXXL,conflict
1066,382,L,XS,conflict
977,412,S,M,conflict
1108,413,L,M,conflict
1127,407,XL,M,conflict
1111,423,L,L,match
940,403,S,S,match
1145,422,XL,L,conflict
1091,407,L,M,conflict
880,399,XS,S,conflict
1038,428,M,L,conflict
914,422,XS,L,conflict
892,418,XS,L,conflict
1226,460,XXL,XXXL,conflict
1152,401,XL,S,conflict
982,397,S,S,match
1259,478,XXXL,XXXL,match
1106,423,L,L,match
1159,439,XL,XL,match
999,398,M,S,conflict
1011,416,M,L,conflict
1060,408,L,M,conflict
1057,391,L,S,conflict
997,415,M,M,match
1073,421,L,L,match
1002,427,M,L,conflict
994,403,S,S,match
941,383,S,XS,conflict
942,381,S,XS,conflict
1157,428,XL,L,conflict
991,410,S,M,conflict
975,416,S,L,conflict
1167,434,XL,XL,match
929,414,S,M,conflict
1126,386,XL,S,conflict
864,402,XS,S,conflict
972,406,S,M,conflict
1235,392,XXXL,S,conflict
890,389,XS,S,conflict
1058,407,L,M,conflict
983,445,S,XXL,conflict
1019,426,M,L,conflict
1084,407,L,M,conflict
1104,419,L,L,match
1279,442,XXXL,XXL,conflict
1017,404,M,M,match
1175,427,XXL,L,conflict
1206,450,XXL,XXL,match
953,428,S,L,conflict
914,405,XS,M,conflict
1101,434,L,XL,conflict
915,413,XS,M,conflict
1034,449,M,XXL,conflict
986,420,S,L,conflict
1088,395,L,S,conflict
948,413,S,M,conflict
963,399,S,S,match
1211,462,XXL,XXXL,conflict
1162,409,XL,M,conflict
1091,434,L,XL,conflict
1069,410,L,M,conflict
1077,408,L,M,conflict
1006,407,M,M,match
997,394,M,S,conflict
1090,434,L,XL,conflict
931,400,S,S,match
1037,401,M,S,conflict
964,410,S,M,conflict
1087,416,L,L,match
964,409,S,M,conflict
1011,400,M,S,conflict
1081,428,L,L,match
1095,412,L,M,conflict
981,415,S,M,conflict
1020,408,M,M,match
963,368,S,XS,conflict
1205,388,XXL,S,conflict
1181,423,XXL,L,conflict
1149,444,XL,XXL,conflict
1092,447,L,XXL,conflict
1157,444,XL,XXL,conflict
1084,424,L,L,match
1084,407,L,M,conflict
1048,396,M,S,conflict
1083,441,L,XL,conflict
1184,423,XXL,L,conflict
1115,411,L,M,conflict
946,407,S,M,conflict
980,409,S,M,conflict
1123,423,XL,L,conflict
1121,436,XL,XL,match
1127,415,XL,M,conflict
1167,446,XL,XXL,conflict
992,446,S,XXL,conflict
1042,421,M,L,conflict
1102,402,L,S,conflict
1106,389,L,S,conflict
1044,418,M,L,conflict
967,398,S,S,match
1015,388,M,S,conflict
1057,411,L,M,conflict
1077,419,L,L,match
966,409,S,M,conflict
1152,408,XL,M,conflict
983,416,S,L,conflict
1182,425,XXL,L,conflict
1029,448,M,XXL,conflict
1122,416,XL,L,conflict
1042,400,M,S,conflict
1112,440,L,XL,conflict
928,410,S,M,conflict
1036,400,M,S,conflict
1006,398,M,S,conflict
1043,448,M,XXL,conflict
1195,437,XXL,XL,conflict
1072,407,L,M,conflict
992,410,S,M,conflict
1038,407,M,M,match
998,408,M,M,match
1017,433,M,XL,conflict
1118,407,XL,M,conflict
1051,412,M,M,match
1067,417,L,L,match
1192,425,XXL,L,conflict
992,405,S,M,conflict
1031,409,M,M,match
1118,397,XL,S,conflict
1116,434,L,XL,conflict
1078,430,L,XL,conflict
1008,402,M,S,conflict
984,413,S,M,conflict
1143,450,XL,XXL,conflict
945,422,S,L,conflict
1116,438,L,XL,conflict
1037,377,M,XS,conflict
961,367,S,XS,conflict
1082,420,L,L,match
1116,409,L,M,conflict
1009,416,M,L,conflict
1174,437,XXL,XL,conflict
1094,423,L,L,match
972,395,S,S,match
1078,424,L,L,match
990,429,S,XL,conflict
1043,432,M,XL,conflict
1109,434,L,XL,conflict
908,406,XS,M,conflict
1042,399,M,S,conflict
1018,398,M,S,conflict
949,429,S,XL,conflict
1167,430,XL,XL,match
1120,407,XL,M,conflict
1094,414,L,M,conflict
1123,426,XL,L,conflict
888,393,XS,S,conflict
988,375,S,XS,conflict
991,430,S,XL,conflict
976,422,S,L,conflict
1037,420,M,L,conflict
1062,402,L,S,conflict
1175,422,XXL,L,conflict
1018,425,M,L,conflict
858,383,XS,XS,match
993,412,S,M,conflict
1109,432,L,XL,conflict
949,401,S,S,match
1092,421,L,L,match
1112,412,L,M,conflict
1038,414,M,M,match
1112,449,L,XXL,conflict
945,413,S,M,conflict
1126,442,XL,XXL,conflict
977,401,S,S,match
1151,489,XL,XXXL,conflict
1067,429,L,XL,conflict
1094,403,L,S,conflict
1076,443,L,XXL,conflict
1172,389,XL,S,conflict
1076,404,L,M,conflict
878,397,XS,S,conflict
1110,410,L,M,conflict
1146,399,XL,S,conflict
1138,403,XL,S,conflict
1066,401,L,S,conflict
1112,400,L,S,conflict
1112,424,L,L,match
1014,395,M,S,conflict
1143,411,XL,M,conflict
1188,468,XXL,XXXL,conflict
1109,417,L,L,match
902,406,XS,M,conflict
886,425,XS,L,conflict
1047,407,M,M,match
917,411,XS,M,conflict
1047,431,M,XL,conflict
1076,427,L,L,match
1143,425,XL,L,conflict
1082,431,L,XL,conflict
991,399,S,S,match
1034,409,M,M,match
1048,404,M,M,match
1083,430,L,XL,conflict
1004,409,M,M,match
1044,418,M,L,conflict
1041,400,M,S,conflict
1138,423,XL,L,conflict
991,440,S,XL,conflict
1073,406,L,M,conflict
1176,430,XXL,XL,conflict
1238,424,XXXL,L,conflict
1165,444,XL,XXL,conflict
1057,413,L,M,conflict
1238,441,XXXL,XL,conflict
1059,413,L,M,conflict
978,414,S,M,conflict
982,405,S,M,conflict
1125,429,XL,XL,match
1053,432,M,XL,conflict
1134,416,XL,L,conflict
1223,417,XXL,L,conflict
1056,441,M,XL,conflict
1213,415,XXL,M,conflict
1109,424,L,L,match
1137,409,XL,M,conflict
1104,425,L,L,match
1127,415,XL,M,conflict
1119,410,XL,M,conflict
1127,424,XL,L,conflict
1185,405,XXL,M,conflict
1126,438,XL,XL,match
1166,416,XL,L,conflict
1058,372,L,XS,conflict
1018,408,M,M,match
1002,412,M,M,match
1029,417,M,L,conflict
1054,441,M,XL,conflict
957,403,S,S,match
1021,438,M,XL,conflict
1012,424,M,L,conflict
1128,403,XL,S,conflict
1174,461,XXL,XXXL,conflict
1012,414,M,M,match
1034,424,M,L,conflict
1112,455,L,XXXL,conflict
996,410,S,M,conflict
899,410,XS,M,conflict
1017,413,M,M,match
1076,402,L,S,conflict
1133,447,XL,XXL,conflict
1177,419,XXL,L,conflict
1017,363,M,XS,conflict
1074,441,L,XL,conflict
1151,442,XL,XXL,conflict
857,402,XS,S,conflict
1060,406,L,M,conflict
904,409,XS,M,conflict
1034,430,M,XL,conflict
1007,433,M,XL,conflict
962,417,S,L,conflict
1114,464,L,XXXL,conflict
1048,463,M,XXXL,conflict
1068,418,L,L,match
1027,400,M,S,conflict
1151,458,XL,XXXL,conflict
1039,443,M,XXL,conflict
1047,401,M,S,conflict
906,393,XS,S,conflict
961,408,S,M,conflict
1040,392,M,S,conflict
968,394,S,S,match
1041,415,M,M,match
1173,437,XXL,XL,conflict
1051,387,M,S,conflict
1061,422,L,L,match
1128,435,XL,XL,match
979,378,S,XS,conflict
1277,478,XXXL,XXXL,match
