chestcircumference,biacromialbreadth,chest_size,shoulder_size,result
978,317,L,XS,conflict
997,354,L,M,conflict
822,348,XS,S,conflict
932,332,M,XS,conflict
903,343,M,S,conflict
798,360,XS,M,conflict
957,378,L,L,match
854,372,S,L,conflict
896,370,M,L,conflict
804,334,XS,XS,match
900,371,M,L,conflict
944,358,L,M,conflict
875,346,S,S,match
881,345,S,S,match
926,367,M,L,conflict
1021,361,XL,M,conflict
919,361,M,M,match
989,360,L,M,conflict
961,343,L,S,conflict
994,351,L,S,conflict
836,360,S,M,conflict
944,370,L,L,match
896,377,M,L,conflict
841,344,S,S,match
863,346,S,S,match
870,342,S,S,match
902,339,M,S,conflict
914,343,M,S,conflict
824,351,XS,S,conflict
881,360,S,M,conflict
929,365,M,M,match
900,386,M,XL,conflict
807,358,XS,M,conflict
950,377,L,L,match
892,358,M,M,match
852,353,S,S,match
1071,398,XXL,XXL,match
987,379,L,XL,conflict
961,339,L,S,conflict
912,378,M,L,conflict
947,357,L,M,conflict
893,389,M,XL,conflict
837,366,S,L,conflict
882,321,S,XS,conflict
1057,363,XL,M,conflict
956,369,L,L,match
976,349,L,S,conflict
808,343,XS,S,conflict
1082,375,XXL,L,conflict
1002,391,XL,XXL,conflict
966,376,L,L,match
1030,386,XL,XL,match
904,406,M,XXXL,conflict
914,366,M,L,conflict
933,370,M,L,conflict
917,348,M,S,conflict
874,376,S,L,conflict
1022,375,XL,L,conflict
956,370,L,L,match
850,355,S,M,conflict
912,350,M,S,conflict
895,398,M,XXL,conflict
1021,344,XL,S,conflict
893,390,M,XXL,conflict
976,348,L,S,conflict
886,365,S,M,conflict
847,327,S,XS,conflict
956,357,L,M,conflict
824,347,XS,S,conflict
945,364,L,M,conflict
907,368,M,L,conflict
887,353,S,S,match
929,359,M,M,match
863,388,S,XL,conflict
917,364,M,M,match
1070,369,XXL,L,conflict
883,360,S,M,conflict
1103,378,XXL,L,conflict
854,345,S,S,match
908,361,M,M,match
913,384,M,XL,conflict
923,394,M,XXL,conflict
889,356,S,M,conflict
845,365,S,M,conflict
874,359,S,M,conflict
851,337,S,S,match
811,337,XS,S,conflict
998,354,L,M,conflict
974,399,L,XXL,conflict
935,361,M,M,match
1001,349,XL,S,conflict
790,363,XS,M,conflict
854,363,S,M,conflict
1056,368,XL,L,conflict
923,335,M,XS,conflict
942,366,L,L,match
930,330,M,XS,conflict
945,345,L,S,conflict
1037,376,XL,L,conflict
836,330,S,XS,conflict
790,347,XS,S,conflict
1040,376,XL,L,conflict
985,383,L,XL,conflict
932,349,M,S,conflict
908,367,M,L,conflict
820,343,XS,S,conflict
953,400,L,XXL,conflict
934,381,M,XL,conflict
969,336,L,S,conflict
841,322,S,XS,conflict
998,334,L,XS,conflict
826,335,S,XS,conflict
953,350,L,S,conflict
1001,371,XL,L,conflict
956,364,L,M,conflict
975,353,L,S,conflict
1019,376,XL,L,conflict
971,368,L,L,match
890,354,M,M,match
834,393,S,XXL,conflict
1046,346,XL,S,conflict
920,360,M,M,match
869,370,S,L,conflict
1003,370,XL,L,conflict
955,335,L,XS,conflict
1068,352,XXL,S,conflict
988,362,L,M,conflict
912,367,M,L,conflict
1027,393,XL,XXL,conflict
995,365,L,M,conflict
834,382,S,XL,conflict
972,375,L,L,match
928,375,M,L,conflict
891,366,M,L,conflict
998,367,L,L,match
983,376,L,L,match
919,338,M,S,conflict
916,377,M,L,conflict
920,375,M,L,conflict
855,378,S,L,conflict
923,351,M,S,conflict
988,364,L,M,conflict
1098,375,XXL,L,conflict
913,346,M,S,conflict
936,366,M,L,conflict
1093,363,XXL,M,conflict
1037,343,XL,S,conflict
903,388,M,XL,conflict
883,362,S,M,conflict
986,348,L,S,conflict
920,367,M,L,conflict
904,351,M,S,conflict
865,355,S,M,conflict
864,343,S,S,match
848,351,S,S,match
1097,354,XXL,M,conflict
937,366,M,L,conflict
947,348,L,S,conflict
860,357,S,M,conflict
959,397,L,XXL,conflict
945,352,L,S,conflict
1022,372,XL,L,conflict
859,361,S,M,conflict
1076,392,XXL,XXL,match
1055,361,XL,M,conflict
1072,352,XXL,S,conflict
863,350,S,S,match
901,375,M,L,conflict
791,352,XS,S,conflict
983,366,L,L,match
1035,404,XL,XXXL,conflict
845,350,S,S,match
990,375,L,L,match
924,357,M,M,match
899,357,M,M,match
870,382,S,XL,conflict
972,365,L,M,conflict
855,333,S,XS,conflict
947,366,L,L,match
967,377,L,L,match
1026,387,XL,XL,match
1018,378,XL,L,conflict
849,344,S,S,match
1045,350,XL,S,conflict
986,355,L,M,conflict
1064,382,XXL,XL,conflict
874,343,S,S,match
964,354,L,M,conflict
858,390,S,XXL,conflict
992,345,L,S,conflict
885,371,S,L,conflict
828,368,S,L,conflict
927,376,M,L,conflict
821,351,XS,S,conflict
968,323,L,XS,conflict
857,378,S,L,conflict
922,352,M,S,conflict
967,354,L,M,conflict
848,350,S,S,match
864,371,S,L,conflict
962,366,L,L,match
837,379,S,XL,conflict
965,345,L,S,conflict
931,353,M,S,conflict
795,340,XS,S,conflict
910,352,M,S,conflict
786,369,XS,L,conflict
785,350,XS,S,conflict
1050,387,XL,XL,match
964,363,L,M,conflict
973,369,L,L,match
917,367,M,L,conflict
953,368,L,L,match
1032,392,XL,XXL,conflict
799,336,XS,S,conflict
864,382,S,XL,conflict
990,369,L,L,match
1006,346,XL,S,conflict
951,334,L,XS,conflict
999,383,L,XL,conflict
935,366,M,L,conflict
905,383,M,XL,conflict
1045,377,XL,L,conflict
990,372,L,L,match
922,356,M,M,match
893,361,M,M,match
882,375,S,L,conflict
828,401,S,XXXL,conflict
1009,369,XL,L,conflict
925,363,M,M,match
805,329,XS,XS,match
918,345,M,S,conflict
941,357,L,M,conflict
808,350,XS,S,conflict
893,394,M,XXL,conflict
904,355,M,M,match
937,375,M,L,conflict
869,359,S,M,conflict
902,382,M,XL,conflict
926,398,M,XXL,conflict
1031,394,XL,XXL,conflict
948,356,L,M,conflict
1086,359,XXL,M,conflict
1053,404,XL,XXXL,conflict
838,361,S,M,conflict
840,370,S,L,conflict
945,362,L,M,conflict
1058,348,XXL,S,conflict
915,359,M,M,match
853,353,S,S,match
875,333,S,XS,conflict
1021,373,XL,L,conflict
1015,333,XL,XS,conflict
995,361,L,M,conflict
1127,399,XXXL,XXL,conflict
1038,379,XL,XL,match
1011,355,XL,M,conflict
908,353,M,S,conflict
870,336,S,S,match
992,352,L,S,conflict
988,352,L,S,conflict
1022,360,XL,M,conflict
995,346,L,S,conflict
877,349,S,S,match
840,375,S,L,conflict
1035,388,XL,XL,match
807,325,XS,XS,match
1063,358,XXL,M,conflict
1153,394,XXXL,XXL,conflict
815,387,XS,XL,conflict
999,328,L,XS,conflict
1145,397,XXXL,XXL,conflict
915,349,M,S,conflict
1065,357,XXL,M,conflict
1032,332,XL,XS,conflict
896,346,M,S,conflict
837,331,S,XS,conflict
913,354,M,M,match
1188,383,XXXL,XL,conflict
1030,363,XL,M,conflict
1139,369,XXXL,L,conflict
869,366,S,L,conflict
773,357,XS,M,conflict
1052,355,XL,M,conflict
860,335,S,XS,conflict
1045,374,XL,L,conflict
932,350,M,S,conflict
953,344,L,S,conflict
854,355,S,M,conflict
1033,341,XL,S,conflict
939,340,M,S,conflict
954,357,L,M,conflict
893,346,M,S,conflict
867,340,S,S,match
842,382,S,XL,conflict
866,353,S,S,match
957,381,L,XL,conflict
1036,370,XL,L,conflict
992,333,L,XS,conflict
1040,348,XL,S,conflict
1021,333,XL,XS,conflict
946,366,L,L,match
961,345,L,S,conflict
1100,365,XXL,M,conflict
994,346,L,S,conflict
937,383,M,XL,conflict
920,332,M,XS,conflict
925,385,M,XL,conflict
965,362,L,M,conflict
1074,361,XXL,M,conflict
976,349,L,S,conflict
941,388,L,XL,conflict
1045,390,XL,XXL,conflict
902,377,M,L,conflict
1001,329,XL,XS,conflict
935,383,M,XL,conflict
802,340,XS,S,conflict
928,336,M,S,conflict
1129,348,XXXL,S,conflict
1061,335,XXL,XS,conflict
1005,379,XL,XL,match
1048,375,XL,L,conflict
915,360,M,M,match
920,360,M,M,match
932,391,M,XXL,conflict
894,378,M,L,conflict
854,362,S,M,conflict
1045,377,XL,L,conflict
1056,367,XL,L,conflict
1093,378,XXL,L,conflict
952,331,L,XS,conflict
847,340,S,S,match
1005,366,XL,L,conflict
968,373,L,L,match
852,383,S,XL,conflict
1010,365,XL,M,conflict
902,370,M,L,conflict
990,421,L,XXXL,conflict
888,378,S,L,conflict
848,396,S,XXL,conflict
1001,374,XL,L,conflict
923,336,M,S,conflict
954,374,L,L,match
1083,367,XXL,L,conflict
1053,344,XL,S,conflict
1167,382,XXXL,XL,conflict
826,351,S,S,match
818,350,XS,S,conflict
930,388,M,XL,conflict
818,390,XS,XXL,conflict
966,330,L,XS,conflict
946,340,L,S,conflict
931,365,M,M,match
913,365,M,M,match
1053,336,XL,S,conflict
984,384,L,XL,conflict
920,365,M,M,match
951,372,L,L,match
921,360,M,M,match
935,371,M,L,conflict
903,338,M,S,conflict
979,365,L,M,conflict
882,359,S,M,conflict
981,359,L,M,conflict
1053,392,XL,XXL,conflict
887,361,S,M,conflict
964,370,L,L,match
1016,398,XL,XXL,conflict
863,365,S,M,conflict
978,361,L,M,conflict
926,335,M,XS,conflict
913,384,M,XL,conflict
981,377,L,L,match
945,355,L,M,conflict
836,355,S,M,conflict
1112,365,XXL,M,conflict
814,359,XS,M,conflict
943,363,L,M,conflict
924,362,M,M,match
764,358,XS,M,conflict
873,379,S,XL,conflict
845,319,S,XS,conflict
861,358,S,M,conflict
1023,372,XL,L,conflict
908,359,M,M,match
852,352,S,S,match
861,352,S,S,match
985,381,L,XL,conflict
1037,363,XL,M,conflict
886,339,S,S,match
897,335,M,XS,conflict
955,392,L,XXL,conflict
918,353,M,S,conflict
949,380,L,XL,conflict
830,353,S,S,match
897,340,M,S,conflict
916,383,M,XL,conflict
900,351,M,S,conflict
934,358,M,M,match
996,364,L,M,conflict
1020,370,XL,L,conflict
919,382,M,XL,conflict
893,377,M,L,conflict
943,365,L,M,conflict
990,352,L,S,conflict
885,332,S,XS,conflict
873,358,S,M,conflict
913,372,M,L,conflict
930,350,M,S,conflict
883,337,S,S,match
956,368,L,L,match
835,348,S,S,match
847,370,S,L,conflict
891,374,M,L,conflict
1032,371,XL,L,conflict
928,371,M,L,conflict
892,350,M,S,conflict
821,283,XS,XS,match
978,380,L,XL,conflict
915,340,M,S,conflict
973,346,L,S,conflict
911,359,M,M,match
981,362,L,M,conflict
900,343,M,S,conflict
862,355,S,M,conflict
909,339,M,S,conflict
913,330,M,XS,conflict
825,321,S,XS,conflict
951,375,L,L,match
976,352,L,S,conflict
945,352,L,S,conflict
1057,387,XL,XL,match
904,313,M,XS,conflict
946,404,L,XXXL,conflict
976,356,L,M,conflict
887,361,S,M,conflict
991,358,L,M,conflict
877,333,S,XS,conflict
900,378,M,L,conflict
893,360,M,M,match
845,366,S,L,conflict
880,335,S,XS,conflict
1010,342,XL,S,conflict
1016,360,XL,M,conflict
1033,384,XL,XL,match
895,364,M,M,match
919,362,M,M,match
870,373,S,L,conflict
825,346,S,S,match
792,346,XS,S,conflict
892,317,M,XS,conflict
904,366,M,L,conflict
945,389,L,XL,conflict
908,355,M,M,match
1005,383,XL,XL,match
895,340,M,S,conflict
1014,365,XL,M,conflict
978,370,L,L,match
975,350,L,S,conflict
889,347,S,S,match
884,379,S,XL,conflict
1135,375,XXXL,L,conflict
914,343,M,S,conflict
766,372,XS,L,conflict
880,343,S,S,match
834,381,S,XL,conflict
834,329,S,XS,conflict
936,339,M,S,conflict
1052,361,XL,M,conflict
1015,361,XL,M,conflict
1026,383,XL,XL,match
1043,363,XL,M,conflict
1062,383,XXL,XL,conflict
921,367,M,L,conflict
963,350,L,S,conflict
1029,373,XL,L,conflict
884,377,S,L,conflict
983,365,L,M,conflict
1065,337,XXL,S,conflict
869,362,S,M,conflict
1004,374,XL,L,conflict
940,342,M,S,conflict
770,342,XS,S,conflict
1072,363,XXL,M,conflict
971,392,L,XXL,conflict
1100,375,XXL,L,conflict
873,356,S,M,conflict
907,372,M,L,conflict
1019,358,XL,M,conflict
950,357,L,M,conflict
1143,351,XXXL,S,conflict
970,365,L,M,conflict
903,366,M,L,conflict
916,350,M,S,conflict
868,362,S,M,conflict
987,341,L,S,conflict
942,361,L,M,conflict
908,344,M,S,conflict
881,365,S,M,conflict
882,345,S,S,match
907,402,M,XXXL,conflict
966,375,L,L,match
931,343,M,S,conflict
968,373,L,L,match
830,371,S,L,conflict
883,354,S,M,conflict
959,359,L,M,conflict
910,354,M,M,match
940,358,M,M,match
869,350,S,S,match
900,385,M,XL,conflict
887,375,S,L,conflict
807,362,XS,M,conflict
1266,381,XXXL,XL,conflict
1042,383,XL,XL,match
791,343,XS,S,conflict
814,376,XS,L,conflict
695,342,XS,S,conflict
912,386,M,XL,conflict
934,373,M,L,conflict
984,365,L,M,conflict
887,372,S,L,conflict
1081,389,XXL,XL,conflict
1012,388,XL,XL,match
1018,380,XL,XL,match
935,383,M,XL,conflict
896,355,M,M,match
1036,358,XL,M,conflict
850,382,S,XL,conflict
926,338,M,S,conflict
888,349,S,S,match
967,394,L,XXL,conflict
1026,366,XL,L,conflict
920,382,M,XL,conflict
879,356,S,M,conflict
972,354,L,M,conflict
1157,372,XXXL,L,conflict
850,382,S,XL,conflict
976,364,L,M,conflict
899,385,M,XL,conflict
888,360,S,M,conflict
1010,342,XL,S,conflict
1010,393,XL,XXL,conflict
967,368,L,L,match
975,353,L,S,conflict
1066,354,XXL,M,conflict
1062,342,XXL,S,conflict
941,354,L,M,conflict
880,357,S,M,conflict
1027,377,XL,L,conflict
953,372,L,L,match
997,384,L,XL,conflict
870,392,S,XXL,conflict
956,367,L,L,match
1152,367,XXXL,L,conflict
795,324,XS,XS,match
937,368,M,L,conflict
826,349,S,S,match
878,332,S,XS,conflict
1047,399,XL,XXL,conflict
900,390,M,XXL,conflict
976,380,L,XL,conflict
912,376,M,L,conflict
940,378,M,L,conflict
955,340,L,S,conflict
1130,367,XXXL,L,conflict
1001,354,XL,M,conflict
961,354,L,M,conflict
973,378,L,L,match
1021,393,XL,XXL,conflict
840,355,S,M,conflict
1053,357,XL,M,conflict
888,362,S,M,conflict
955,373,L,L,match
909,367,M,L,conflict
1001,382,XL,XL,match
910,329,M,XS,conflict
933,366,M,L,conflict
974,361,L,M,conflict
947,323,L,XS,conflict
986,400,L,XXL,conflict
1180,362,XXXL,M,conflict
1100,359,XXL,M,conflict
1101,360,XXL,M,conflict
1080,404,XXL,XXXL,conflict
913,332,M,XS,conflict
1026,367,XL,L,conflict
1047,364,XL,M,conflict
1113,389,XXL,XL,conflict
1080,413,XXL,XXXL,conflict
1094,347,XXL,S,conflict
974,355,L,M,conflict
1096,357,XXL,M,conflict
976,399,L,XXL,conflict
1078,393,XXL,XXL,match
886,355,S,M,conflict
962,376,L,L,match
872,370,S,L,conflict
901,339,M,S,conflict
1100,376,XXL,L,conflict
910,362,M,M,match
883,369,S,L,conflict
1060,371,XXL,L,conflict
846,354,S,M,conflict
920,397,M,XXL,conflict
926,340,M,S,conflict
946,345,L,S,conflict
899,367,M,L,conflict
1032,392,XL,XXL,conflict
1043,362,XL,M,conflict
929,377,M,L,conflict
1098,393,XXL,XXL,match
965,365,L,M,conflict
912,392,M,XXL,conflict
964,387,L,XL,conflict
879,350,S,S,match
1054,345,XL,S,conflict
947,357,L,M,conflict
992,384,L,XL,conflict
941,342,L,S,conflict
884,340,S,S,match
1015,390,XL,XXL,conflict
787,361,XS,M,conflict
1031,356,XL,M,conflict
881,345,S,S,match
1131,354,XXXL,M,conflict
927,377,M,L,conflict
971,351,L,S,conflict
1220,371,XXXL,L,conflict
800,355,XS,M,conflict
793,355,XS,M,conflict
848,370,S,L,conflict
932,332,M,XS,conflict
941,398,L,XXL,conflict
940,399,M,XXL,conflict
826,353,S,S,match
990,386,L,XL,conflict
1047,394,XL,XXL,conflict
1071,398,XXL,XXL,match
1222,359,XXXL,M,conflict
1102,360,XXL,M,conflict
950,323,L,XS,conflict
957,405,L,XXXL,conflict
951,371,L,L,match
1026,384,XL,XL,match
900,366,M,L,conflict
800,334,XS,XS,match
868,349,S,S,match
862,393,S,XXL,conflict
914,354,M,M,match
883,352,S,S,match
936,359,M,M,match
880,371,S,L,conflict
941,370,L,L,match
872,353,S,S,match
1008,383,XL,XL,match
915,352,M,S,conflict
979,362,L,M,conflict
904,365,M,M,match
834,362,S,M,conflict
868,358,S,M,conflict
898,369,M,L,conflict
822,333,XS,XS,match
1086,380,XXL,XL,conflict
930,386,M,XL,conflict
936,383,M,XL,conflict
915,383,M,XL,conflict
1036,355,XL,M,conflict
881,341,S,S,match
886,342,S,S,match
894,337,M,S,conflict
923,376,M,L,conflict
996,395,L,XXL,conflict
920,383,M,XL,conflict
893,355,M,M,match
872,380,S,XL,conflict
971,329,L,XS,conflict
911,395,M,XXL,conflict
928,373,M,L,conflict
999,366,L,L,match
966,353,L,S,conflict
938,366,M,L,conflict
1016,366,XL,L,conflict
946,347,L,S,conflict
1075,349,XXL,S,conflict
1044,344,XL,S,conflict
909,383,M,XL,conflict
926,358,M,M,match
987,382,L,XL,conflict
980,396,L,XXL,conflict
845,359,S,M,conflict
882,380,S,XL,conflict
872,360,S,M,conflict
1014,400,XL,XXL,conflict
1173,382,XXXL,XL,conflict
857,353,S,S,match
803,376,XS,L,conflict
841,357,S,M,conflict
857,353,S,S,match
1083,377,XXL,L,conflict
1066,398,XXL,XXL,match
901,387,M,XL,conflict
1030,363,XL,M,conflict
900,373,M,L,conflict
998,353,L,S,conflict
780,330,XS,XS,match
802,368,XS,L,conflict
907,356,M,M,match
940,363,M,M,match
972,377,L,L,match
900,376,M,L,conflict
953,368,L,L,match
945,380,L,XL,conflict
953,381,L,XL,conflict
1022,379,XL,XL,match
927,401,M,XXXL,conflict
1013,386,XL,XL,match
1001,346,XL,S,conflict
1018,357,XL,M,conflict
978,340,L,S,conflict
930,347,M,S,conflict
930,352,M,S,conflict
1141,386,XXXL,XL,conflict
970,379,L,XL,conflict
956,348,L,S,conflict
872,354,S,M,conflict
1003,368,XL,L,conflict
857,354,S,M,conflict
1044,367,XL,L,conflict
1009,357,XL,M,conflict
920,399,M,XXL,conflict
901,384,M,XL,conflict
903,381,M,XL,conflict
891,365,M,M,match
843,355,S,M,conflict
938,387,M,XL,conflict
976,378,L,L,match
885,365,S,M,conflict
950,352,L,S,conflict
932,344,M,S,conflict
820,339,XS,S,conflict
909,367,M,L,conflict
893,377,M,L,conflict
925,354,M,M,match
947,358,L,M,conflict
999,420,L,XXXL,conflict
838,375,S,L,conflict
852,333,S,XS,conflict
1023,383,XL,XL,match
912,367,M,L,conflict
825,364,S,M,conflict
1031,369,XL,L,conflict
893,355,M,M,match
951,366,L,L,match
934,378,M,L,conflict
1004,362,XL,M,conflict
957,356,L,M,conflict
1117,368,XXL,L,conflict
960,359,L,M,conflict
780,360,XS,M,conflict
916,381,M,XL,conflict
1063,330,XXL,XS,conflict
893,372,M,L,conflict
1102,371,XXL,L,conflict
900,382,M,XL,conflict
823,332,XS,XS,match
943,342,L,S,conflict
901,363,M,M,match
795,370,XS,L,conflict
944,387,L,XL,conflict
970,351,L,S,conflict
942,377,L,L,match
1041,369,XL,L,conflict
884,387,S,XL,conflict
920,370,M,L,conflict
943,350,L,S,conflict
887,317,S,XS,conflict
826,296,S,XS,conflict
1055,382,XL,XL,match
901,358,M,M,match
906,377,M,L,conflict
878,363,S,M,conflict
1016,368,XL,L,conflict
1015,394,XL,XXL,conflict
998,345,L,S,conflict
1198,370,XXXL,L,conflict
883,340,S,S,match
1050,378,XL,L,conflict
872,358,S,M,conflict
896,351,M,S,conflict
962,320,L,XS,conflict
863,364,S,M,conflict
814,366,XS,L,conflict
996,361,L,M,conflict
898,326,M,XS,conflict
942,402,L,XXXL,conflict
922,344,M,S,conflict
992,344,L,S,conflict
958,361,L,M,conflict
973,363,L,M,conflict
917,354,M,M,match
946,371,L,L,match
841,361,S,M,conflict
967,352,L,S,conflict
1018,372,XL,L,conflict
867,366,S,L,conflict
973,378,L,L,match
990,370,L,L,match
1012,366,XL,L,conflict
1040,354,XL,M,conflict
829,369,S,L,conflict
984,381,L,XL,conflict
910,373,M,L,conflict
1203,410,XXXL,XXXL,match
1196,383,XXXL,XL,conflict
968,349,L,S,conflict
1140,413,XXXL,XXXL,match
1091,376,XXL,L,conflict
870,350,S,S,match
913,378,M,L,conflict
1049,379,XL,XL,match
1071,353,XXL,S,conflict
910,373,M,L,conflict
1019,353,XL,S,conflict
965,395,L,XXL,conflict
952,365,L,M,conflict
982,347,L,S,conflict
1035,362,XL,M,conflict
1142,354,XXXL,M,conflict
1055,352,XL,S,conflict
914,371,M,L,conflict
930,356,M,M,match
1006,395,XL,XXL,conflict
929,341,M,S,conflict
872,405,S,XXXL,conflict
983,351,L,S,conflict
873,366,S,L,conflict
934,379,M,XL,conflict
1006,366,XL,L,conflict
907,346,M,S,conflict
1101,369,XXL,L,conflict
1068,366,XXL,L,conflict
1168,377,XXXL,L,conflict
896,380,M,XL,conflict
1154,377,XXXL,L,conflict
941,390,L,XXL,conflict
898,388,M,XL,conflict
952,381,L,XL,conflict
991,330,L,XS,conflict
1091,385,XXL,XL,conflict
1005,351,XL,S,conflict
931,396,M,XXL,conflict
886,379,S,XL,conflict
1060,393,XXL,XXL,match
952,352,L,S,conflict
923,380,M,XL,conflict
1093,371,XXL,L,conflict
943,368,L,L,match
974,362,L,M,conflict
1113,390,XXL,XXL,match
1090,401,XXL,XXXL,conflict
940,371,M,L,conflict
952,372,L,L,match
1059,376,XXL,L,conflict
1125,363,XXXL,M,conflict
837,345,S,S,match
920,386,M,XL,conflict
1037,352,XL,S,conflict
1021,345,XL,S,conflict
935,343,M,S,conflict
1072,378,XXL,L,conflict
1089,366,XXL,L,conflict
973,371,L,L,match
1042,349,XL,S,conflict
925,362,M,M,match
865,383,S,XL,conflict
1030,378,XL,L,conflict
1038,360,XL,M,conflict
1047,357,XL,M,conflict
994,360,L,M,conflict
802,343,XS,S,conflict
931,360,M,M,match
990,385,L,XL,conflict
1082,368,XXL,L,conflict
1016,378,XL,L,conflict
1093,363,XXL,M,conflict
922,376,M,L,conflict
902,361,M,M,match
